,name,male,origin,isMarried,isNoble,popularity,isAlive,season,episode,deaths,episode_num
906,Antario Jast,1,House Lannister,1,1,0.0802675585284281,1,0,,,0
907,Andrew Estermont,1,House Baratheon,0,1,0.0367892976588628,1,0,,,0
908,Annara Farring,0,House Lannister,1,1,0.0635451505016722,1,0,,,0
909,Ardrian Celtigar,1,House Baratheon,0,1,0.0434782608695652,1,0,,,0
910,Anya Waynwood,0,House Arryn,0,1,0.0869565217391304,1,0,,,0
911,Androw Frey,1,House Frey,0,0,0.133779264214046,1,0,,,0
912,Armond Caswell,1,House Tyrell,0,1,0.0066889632107023,1,0,,,0
913,Arthur Ambrose,1,House Tyrell,1,1,0.060200668896321,1,0,,,0
914,Arthor Karstark,1,House Stark,0,0,0.0434782608695652,1,0,,,0
915,Arwyn Frey,0,House Frey,0,0,0.0468227424749163,1,0,,,0
916,Artos Stark,1,House Stark,1,0,0.103678929765886,1,0,,,0
917,Arwood Frey,1,House Frey,1,1,0.163879598662207,1,0,,,0
918,Lord Ashford,1,House Tyrell,0,1,0.0100334448160535,1,0,,,0
919,Azzak,0,Foreign Noble,0,1,0.0167224080267558,1,0,,,0
920,Baelor Hightower,1,House Tyrell,1,1,0.0668896321070234,1,0,,,0
921,Balman Byrch,1,Noble,1,1,0.0735785953177257,0,3,Mhysa,"Gelmarr - Flayed alive by Lord Ramsay Snow off-screen, mentioned.",30
922,Barth,1,Soldier,0,0,0.354515050167224,0,6,Battle of the Bastards,Belicho Paenymion - Throat slashed by Grey Worm with a knife.,59
923,Bayard Norcross,0,Noble,0,1,0.020066889632107,1,0,,,0
924,Bedwyck,1,Night's Watch,0,0,0.0501672240802675,1,0,,,0
925,Barthogan Stark,1,House Stark,0,1,0.127090301003344,1,0,,,0
926,Bellena Hawick,0,House Tully,1,0,0.133779264214046,1,0,,,0
927,Benedar Belmore,1,House Arryn,0,1,0.0267558528428093,1,0,,,0
928,Benedict Broom,0,Noble,0,1,0.020066889632107,1,0,,,0
929,Bennard Brune,1,House Arryn,0,1,0.0100334448160535,1,0,,,0
930,Benfrey Frey,1,House Frey,1,1,0.0735785953177257,0,6,The Winds of Winter,"Lothar Frey - Killed and carved into a pie by Arya Stark off-screen, body shown.",60
931,Beren Tallhart,1,House Stark,0,0,0.0702341137123745,1,0,,,0
932,Berena Hornwood,0,House Stark,1,0,0.0635451505016722,1,0,,,0
933,Beth Cassel,0,House Stark,0,0,0.0702341137123745,1,0,,,0
934,Beron Stark,1,House Stark,1,1,0.234113712374581,1,0,,,0
935,Bhakaz zo Loraq,1,Foreign Peasant,0,1,0.0033444816053511,1,0,,,0
936,Bethany Redwyne,0,House Tyrell,1,1,0.060200668896321,1,0,,,0
937,Bethany Rosby,0,House Baratheon,1,1,0.0668896321070234,0,4,The Lion and the Rose,Tansy - Mauled by the bastard's girls on the orders of Lord Ramsay Snow.,32
938,Black Bernarr,1,Night's Watch,0,0,0.020066889632107,1,0,,,0
939,Betharios of Braavos,0,House Frey,1,0,0.140468227424749,1,0,,,0
940,Boremund Harlaw,1,House Greyjoy,0,1,0.0635451505016722,1,0,,,0
941,Bradamar Frey,1,House Frey,0,0,0.140468227424749,1,0,,,0
942,Branston Cuy,0,House Tyrell,0,1,0.0066889632107023,1,0,,,0
943,Brandon Tallhart,1,House Stark,0,0,0.060200668896321,1,0,,,0
944,Bryan Fossoway,1,House Tyrell,0,1,0.0267558528428093,0,5,"Unbowed, Unbent, Unbroken","At Least 850 Unnamed People - Committed suicide by consuming poison off-screen, faces shown.",46
945,Bryan Frey,1,House Frey,0,0,0.100334448160535,1,0,,,0
946,Bryen Farring,1,House Lannister,0,0,0.0334448160535117,0,7,Dragonstone,38 Unnamed Frey Knights - Poisoned by Arya Stark.,61
947,Bryen Caron,1,House Baratheon,0,1,0.0267558528428093,0,2,The Prince of Winterfell,"Harrion Karstark - Killed by an unknown Lannister soldier off-screen, mentioned.",18
948,Burton Crakehall,1,House Lannister,0,1,0.0367892976588628,0,8,The Bells,Ser Osmund Kettleblack - Either crushed by rubble caused by Drogon on the orders of Queen Daenerys I Targaryen or slashed by Sandor Clegane/The Hound with a sword.,71
949,Craghas Drahar,1,Foreign Peasant,0,0,0.0167224080267558,0,5,The Dance of Dragons,Hizdahr zo Loraq - Stabbed to death by unknown members of the Sons of the Harpy with knifes.,49
950,Carolei Waynwood,0,House Arryn,1,0,0.140468227424749,1,0,,,0
951,Lord Caswell,1,House Tyrell,0,1,0.0133779264214046,1,0,,,0
952,Cayn,1,House Stark,0,0,0.0301003344481605,0,7,Dragonstone,"Maester Weyland - Died of liver failure off-screen, body shown.",61
953,Cerenna Lannister,0,House Lannister,0,0,0.0702341137123745,1,0,,,0
954,Cersei Frey,0,House Frey,0,0,0.133779264214046,1,0,,,0
955,Chayle,1,,0,0,0.0635451505016722,0,1,Baelor,"Three Chickens - Killed and cooked by an unknown person off-screen, mentioned.",9
956,Clarent Crakehall,0,House Lannister,0,1,0.0100334448160535,0,8,The Bells,Ser Preston Greenfield - Either crushed by rubble caused by Drogon on the orders of Queen Daenerys I Targaryen or slashed by Sandor Clegane/The Hound with a sword.,71
957,Clement Crabb,1,Noble,0,1,0.0133779264214046,1,0,,,0
958,Clement Piper,1,House Tully,0,1,0.0702341137123745,1,0,,,0
959,Cley Cerwyn,1,House Stark,0,1,0.0735785953177257,0,5,High Sparrow,"Medger Cerwyn's Wife - Flayed alive by Lord Ramsay Snow off-screen, body shown.",43
960,Clubfoot Karl,1,Night's Watch,0,0,0.0267558528428093,0,8,The Iron Throne,Karl Tanner - 2 (Deceased),72
961,Conwy,0,Night's Watch,0,0,0.0267558528428093,1,0,,,0
962,Colin Florent,0,House Tyrell,0,1,0.0836120401337792,1,0,,,0
963,Colmar Frey,1,House Frey,0,0,0.0468227424749163,1,0,,,0
964,Corliss Penny,0,Noble,0,1,0.0234113712374581,1,0,,,0
965,Creighton Redfort,0,House Arryn,0,1,0.0234113712374581,1,0,,,0
966,Cuger,1,Night's Watch,0,0,0.0066889632107023,1,0,,,0
967,Cregan Stark,1,House Stark,1,1,0.484949832775919,0,8,The Iron Throne,Grenn (Night's Watch) - 2 (Deceased),72
968,Cyrenna Swann,0,House Baratheon,1,0,0.0769230769230769,0,5,The Dance of Dragons,"Ser Byron Swann - Burned alive by Vhagar with his fire breath off-screen, mentioned.",49
969,Cynthea Frey,0,House Frey,0,0,0.1438127090301,1,0,,,0
970,Daegon Shepherd,0,House Greyjoy,0,0,0.0167224080267558,1,0,,,0
971,Daeron Vaith,0,House Martell,0,1,0.0100334448160535,1,0,,,0
972,Dafyn Vance,0,House Tully,1,1,0.103678929765886,1,0,,,0
973,Dagon Greyjoy,1,House Greyjoy,0,1,0.0735785953177257,1,0,,,0
974,Dalbridge,1,Night's Watch,0,0,0.0501672240802675,0,8,The Iron Throne,Lord Beric Dondarrion - 22 (Deceased),72
975,Damon Paege,1,House Frey,0,1,0.020066889632107,1,0,,,0
976,Damon Shett,0,House Arryn,0,1,0.0100334448160535,1,0,,,0
977,Damon Vypren,0,Noble,0,1,0.157190635451505,1,0,,,0
978,Dancy,0,Peasant,0,0,0.040133779264214,1,0,,,0
979,Dareon,1,Night's Watch,0,0,0.167224080267558,0,8,The Iron Throne,Daario Naharis - 25 (Alive),72
980,Darlessa Marbrand,0,House Lannister,1,0,0.0836120401337792,1,0,,,0
981,Daryn Hornwood,1,House Stark,0,0,0.0869565217391304,0,3,"Dark Wings, Dark Words","Lord Hoster Tully - Died of an unspecified illness off-screen, body shown in ""Walk of Punishment"".",22
982,Danwell Frey,1,House Frey,1,1,0.180602006688963,1,0,,,0
983,Deana Hardyng,0,House Arryn,1,0,0.0969899665551839,1,0,,,0
984,Delena Florent,0,House Tyrell,1,0,0.11705685618729,1,0,,,0
985,Della Frey,0,House Frey,0,0,0.0501672240802675,1,0,,,0
986,Delp,0,House Tully,0,0,0.0133779264214046,0,8,The Bells,Unella - Died when Drogon destroyed the Red Keep on the orders of Queen Daenerys I Targaryen.,71
987,Delonne Allyrion,0,House Martell,0,1,0.0267558528428093,1,0,,,0
988,Denys Darklyn,1,House Targaryen,1,1,0.0568561872909698,1,0,,,0
989,Denys Arryn,0,House Arryn,0,1,0.0836120401337792,0,8,The Iron Throne,Lady Lysa Arryn - 1 (Deceased),72
990,Dermot,0,House Baratheon,0,1,0.0234113712374581,1,0,,,0
991,Desmond,0,House Stark,0,0,0.0434782608695652,0,8,The Bells,Ser Osmund Kettleblack - Either crushed by rubble caused by Drogon on the orders of Queen Daenerys I Targaryen or slashed by Sandor Clegane/The Hound with a sword.,71
992,Desmond Redwyne,1,House Tyrell,1,1,0.0769230769230769,1,0,,,0
993,Deziel Dalt,1,House Martell,0,1,0.0267558528428093,1,0,,,0
994,Dickon Tarly,1,House Tyrell,1,0,0.103678929765886,0,8,The Iron Throne,Dickon Tarly - 2 (Deceased),72
995,Dickon Frey,1,House Frey,0,0,0.0869565217391304,1,0,,,0
996,Dirk,1,Night's Watch,0,0,0.0434782608695652,0,4,Two Swords,"Rabbit - Shot in the eye by Ygritte with an arrow off-screen, mentioned.",31
997,Dolf,0,Outlaw,0,0,0.0167224080267558,1,0,,,0
998,Donnel Haigh,1,House Frey,0,1,0.0869565217391304,1,0,,,0
999,Donnel of Duskendale,1,Soldier,0,1,0.0367892976588628,1,0,,,0
1000,Donnel Locke,0,House Stark,0,1,0.0367892976588628,0,8,The Bells,"17 Unnamed Lannister Soldiers - Burned alive by Drogon with his fire breath on the orders of Queen Daenerys I Targaryen off-screen, bodies shown.",71
1001,Donnel Waynwood,0,House Arryn,0,1,0.060200668896321,1,0,,,0
1002,Donnor Stark,1,House Stark,0,1,0.0802675585284281,1,0,,,0
1003,Dormund,1,Wildling,0,0,0.0267558528428093,0,2,Valar Morghulis,Doreah - Died of natural causes after being locked in a vault by Queen Daenerys I Targaryen.,20
1004,Duram Bar Emmon,0,House Targaryen,0,1,0.0267558528428093,1,0,,,0
1005,Ebben,1,Night's Watch,0,0,0.0434782608695652,0,4,First of His Name,Unnamed Mutineer - Stabbed in the stomach by Eddison Tollett with a sword.,35
1006,Edderion Stark,1,House Stark,0,1,0.0100334448160535,1,0,,,0
1007,Edmyn Tully,1,House Tully,0,1,0.357859531772575,1,0,,,0
1008,Eddara Tallhart,0,House Stark,0,1,0.040133779264214,1,0,,,0
1009,Edrick Stark,1,House Stark,0,1,0.0267558528428093,1,0,,,0
1010,Edwyd Fossoway,1,House Tyrell,0,1,0.0234113712374581,0,8,The Long Night,Eddison Tollett (Wight) - Died when Arya Stark killed the Night King.,69
1011,Edwyn Stark,0,House Stark,0,1,0.0100334448160535,1,0,,,0
1012,Edwyle Stark,1,House Stark,1,1,0.107023411371237,1,0,,,0
1013,Elder Brother,1,Soldier,0,1,0.0769230769230769,1,0,,,0
1014,Elbert Arryn,1,House Arryn,0,1,0.0468227424749163,0,2,The Ghost of Harrenhal,Ser Robar Royce - Stabbed in the back by Brienne of Tarth with a sword.,15
1015,Eleanor Mooton,0,House Tully,1,0,0.0301003344481605,1,0,,,0
1016,Ellery Vance,1,House Tully,0,1,0.0267558528428093,1,0,,,0
1017,Elron,0,Night's Watch,0,0,0.0133779264214046,1,0,,,0
1018,Elinor Tyrell,0,House Tyrell,0,0,0.163879598662207,1,0,,,0
1019,Elmar Frey,1,House Frey,0,0,0.0668896321070234,1,0,,,0
1020,Elwood,0,House Tully,0,0,0.0167224080267558,0,2,The Night Lands,"Eddison Tollett's Mother - Died in an unspecified manner off-screen, mentioned.",12
1021,Elwood Meadows,1,House Tyrell,0,1,0.0501672240802675,1,0,,,0
1022,Elyana Vypren,0,Noble,1,0,0.160535117056856,1,0,,,0
1023,Elyn Norridge,0,Noble,1,0,0.127090301003344,1,0,,,0
1024,Emberlei Frey,0,House Frey,0,0,0.0802675585284281,1,0,,,0
1025,Endrew Tarth,1,House Baratheon,0,1,0.0668896321070234,0,8,The Long Night,Lord Commander Eddison Tollett - Stabbed in the back by a wight. Reanimated as a wight.,69
1026,Eroeh,0,Foreign Peasant,0,0,0.0334448160535117,0,2,What Is Dead May Never Die,Yoren - Stabbed in the back of the neck by Ser Amory Lorch with a sword.,13
1027,Eon Hunter,1,House Arryn,0,1,0.0468227424749163,0,4,The Watchers on the Wall,Dongo - Shot in the back by an unknown member of the Night's Watch with a ballista.,39
1028,Ermesande Hayford,0,House Baratheon,1,1,0.113712374581939,1,0,,,0
1029,Erena Glover,0,House Stark,0,0,0.0535117056856187,1,0,,,0
1030,Erren Florent,1,House Tyrell,0,1,0.0869565217391304,1,0,,,0
1031,Eustace Brune,1,House Arryn,0,1,0.0167224080267558,1,0,,,0
1032,Eustace Hunter,0,House Arryn,0,1,0.0234113712374581,1,0,,,0
1033,Eyron Stark,1,House Stark,0,1,0.0100334448160535,1,0,,,0
1034,Ferrego Antaryon,1,Foreign Peasant,0,1,0.0167224080267558,1,0,,,0
1035,Forley Prester,1,House Lannister,0,1,0.0635451505016722,1,0,,,0
1036,Franklyn Fowler,1,House Martell,0,1,0.020066889632107,1,0,,,0
1037,Flement Brax,1,House Lannister,1,1,0.140468227424749,1,0,,,0
1038,Frenken,0,,0,1,0.0434782608695652,1,0,,,0
1039,Franklyn Frey,1,House Frey,0,1,0.0367892976588628,1,0,,,0
1040,Gareth Clifton,1,Noble,1,1,0.0133779264214046,1,0,,,0
1041,Garrison Prester,1,House Lannister,0,1,0.0133779264214046,1,0,,,0
1042,Garth of Greenaway,1,Night's Watch,0,0,0.0301003344481605,0,2,The Ghost of Harrenhal,Ser Robar Royce - Stabbed in the back by Brienne of Tarth with a sword.,15
1043,Garrett Flowers,0,House Tyrell,0,0,0.130434782608695,1,0,,,0
1044,Garse Goodbrook,1,House Frey,1,1,0.0668896321070234,1,0,,,0
1045,Garse Flowers,1,House Tyrell,0,0,0.130434782608695,1,0,,,0
1046,Garth Greenfield,0,House Lannister,0,1,0.0301003344481605,1,0,,,0
1047,Garth Greyfeather,1,Night's Watch,0,0,0.0501672240802675,0,7,Stormborn,"Archmaester Pylos - Died after being infected with greyscale off-screen, mentioned.",62
1048,Gawen Swann,1,House Baratheon,0,1,0.0167224080267558,0,5,The Dance of Dragons,"Ser Byron Swann - Burned alive by Vhagar with his fire breath off-screen, mentioned.",49
1049,Gawen Glover,1,House Stark,0,0,0.0468227424749163,1,0,,,0
1050,Gawen Wylde,1,House Baratheon,0,1,0.0133779264214046,0,6,The Winds of Winter,"Walder Rivers - Killed and carved into a pie by Arya Stark off-screen, body shown.",60
1051,Garth Tyrell,1,House Tyrell,0,1,0.163879598662207,1,0,,,0
1052,Gendel,1,Wildling,0,1,0.0568561872909698,1,0,,,0
1053,Gawen Westerling,1,House Lannister,1,1,0.0836120401337792,1,0,,,0
1054,Gerald Gower,0,Noble,0,1,0.0234113712374581,1,0,,,0
1055,Gerold Grafton,1,House Arryn,0,1,0.0234113712374581,1,0,,,0
1056,Gerardys,1,House Targaryen,0,1,0.0234113712374581,0,5,Mother's Mercy,Gordy - Stabbed in the throat by King Stannis Baratheon with a knife.,50
1057,Gilbert Farring,1,House Lannister,0,1,0.0468227424749163,1,0,,,0
1058,Glendon Hewett,1,House Tyrell,0,1,0.0267558528428093,1,0,,,0
1059,Gilwood Hunter,1,House Arryn,0,1,0.040133779264214,1,0,,,0
1060,Godric Borrell,1,House Arryn,0,1,0.0869565217391304,1,0,,,0
1061,Goodwin,1,House Baratheon,0,1,0.0066889632107023,1,0,,,0
1062,Gormon Peake,1,House Tyrell,0,1,0.060200668896321,0,4,The Mountain and the Viper,Kegs - Killed by unknown Free Folk off-screen.,38
1063,Gorne,1,Wildling,0,1,0.0535117056856187,1,0,,,0
1064,Gormon Tyrell,1,Noble,0,1,0.153846153846153,1,0,,,0
1065,Grazdan mo Eraz,0,Foreign Noble,0,0,0.0234113712374581,1,0,,,0
1066,Grazdan mo Ullhor,1,Foreign Noble,0,1,0.0301003344481605,0,3,And Now His Watch Is Ended,Greizhen mo Ullhor - Killed by unknown Unsullied on the orders of Queen Daenerys I Targaryen.,24
1067,Grazdar zo Galare,1,Foreign Noble,0,1,0.0100334448160535,1,0,,,0
1068,Grubbs,0,Night's Watch,0,0,0.020066889632107,0,4,Mockingbird,Unnamed Prisoner - Stomach cut open by Ser Gregor Clegane/The Mountain with a sword.,37
1069,Gueren,1,Night's Watch,0,0,0.0133779264214046,1,0,,,0
1070,Guncer Sunglass,1,House Baratheon,0,1,0.040133779264214,0,4,The Watchers on the Wall,"Grenn - Killed by Mag Mar Tun Doh Weg off-screen, body shown.",39
1071,Gulian Swann,1,House Baratheon,0,1,0.0334448160535117,1,0,,,0
1072,Guthor Grimm,1,Noble,0,1,0.0167224080267558,1,0,,,0
1073,Gunthor Hightower,0,House Tyrell,1,1,0.0535117056856187,1,0,,,0
1074,Gyldayn,1,Noble,0,1,0.157190635451505,1,0,,,0
1075,Gwayne Hightower,1,House Tyrell,0,1,0.0501672240802675,0,8,The Long Night,Wight - Hit by Gendry Baratheon with a war hammer.,69
1076,Hairy Hal,0,Night's Watch,0,0,0.0334448160535117,0,3,Mhysa,"Gelmarr - Flayed alive by Lord Ramsay Snow off-screen, mentioned.",30
1077,Hake,1,Night's Watch,0,0,0.0267558528428093,0,3,Mhysa,Unnamed Stark Soldier - Decapitated by an unknown Frey soldier with an axe.,30
1078,Halder,1,Night's Watch,0,0,0.060200668896321,1,0,,,0
1079,Hallis Mollen,1,House Stark,0,1,0.0702341137123745,1,0,,,0
1080,Halmon Paege,1,House Frey,0,1,0.0167224080267558,1,0,,,0
1081,Harbert,1,House Baratheon,0,1,0.0234113712374581,1,0,,,0
1082,Harlan Hunter,1,House Arryn,0,1,0.0267558528428093,1,0,,,0
1083,Harlen Tyrell,1,House Tyrell,0,1,0.0635451505016722,0,8,The Iron Throne,Dickon Tarly - 2 (Deceased),72
1084,Harmond Umber,0,House Stark,0,1,0.0167224080267558,1,0,,,0
1085,Harmune,1,Night's Watch,0,1,0.0434782608695652,1,0,,,0
1086,Harrold Westerling,1,House Lannister,0,1,0.270903010033444,0,6,Battle of the Bastards,Lord Harald Karstark - Killed by an unknown Bolton soldier.,59
1087,Harwood Fell,1,Noble,0,1,0.0301003344481605,0,6,Battle of the Bastards,Lord Harald Karstark - Killed by an unknown Bolton soldier.,59
1088,Harwin Strong,1,Noble,0,1,0.0869565217391304,0,2,The Prince of Winterfell,"Harrion Karstark - Killed by an unknown Lannister soldier off-screen, mentioned.",18
1089,Harwood Stout,1,House Stark,0,1,0.0535117056856187,1,0,,,0
1090,Harys Haigh,1,House Frey,0,1,0.0903010033444816,1,0,,,0
1091,Helman Tallhart,1,House Stark,0,1,0.130434782608695,0,8,The Bells,Captain Harry Strickland - Stabbed in the back by Grey Worm with a thrown spear.,71
1092,Lord Commander Hoare,1,Noble,0,1,0.060200668896321,1,0,,,0
1093,Hobber Redwyne,1,House Tyrell,0,1,0.214046822742474,1,0,,,0
1094,Hoarfrost Umber,1,House Stark,0,1,0.020066889632107,1,0,,,0
1095,Hosman Norcross,1,Noble,1,1,0.0769230769230769,1,0,,,0
1096,Hoster Frey,1,House Frey,0,0,0.0903010033444816,1,0,,,0
1097,Horas Redwyne,1,House Tyrell,0,1,0.217391304347826,1,0,,,0
1098,Hubard Rambton,1,Noble,0,1,0.020066889632107,0,8,The Long Night,Lord Beric Dondarrion - Stabbed to death by wight. Reanimated as a wight.,69
1099,Horton Redfort,1,House Arryn,0,1,0.0468227424749163,1,0,,,0
1100,Hotho Harlaw,1,House Greyjoy,0,1,0.0769230769230769,1,0,,,0
1101,Hugo Wull,1,Outlaw,0,1,0.0367892976588628,1,0,,,0
1102,Hugor of the Hill,1,Peasant,0,1,0.0501672240802675,1,0,,,0
1103,Hugo Vance,1,House Tully,0,1,0.0267558528428093,1,0,,,0
1104,Hullen,1,House Stark,0,1,0.060200668896321,0,3,"Dark Wings, Dark Words","Lord Hoster Tully - Died of an unspecified illness off-screen, body shown in ""Walk of Punishment"".",22
1105,Humfrey Beesbury,1,House Tyrell,0,1,0.0267558528428093,0,5,Sons of the Harpy,Unnamed Member of The Sons of the Harpy - Beaten to death by Grey Worm with a shield.,44
1106,Humfrey Hardyng,1,House Arryn,0,1,0.0535117056856187,0,3,"Dark Wings, Dark Words","Lord Hoster Tully - Died of an unspecified illness off-screen, body shown in ""Walk of Punishment"".",22
1107,Humfrey Swyft,0,House Lannister,0,1,0.0100334448160535,1,0,,,0
1108,Humfrey Wagstaff,0,Noble,0,1,0.0167224080267558,1,0,,,0
1109,Igon Vyrwel,0,House Tyrell,0,0,0.0267558528428093,1,0,,,0
1110,Jacks,0,House Stark,0,0,0.0334448160535117,1,0,,,0
1111,Janei Lannister,0,House Lannister,0,0,0.100334448160535,1,0,,,0
1112,Jammos Frey,1,House Frey,1,1,0.0903010033444816,1,0,,,0
1113,Janna Tyrell,0,House Tyrell,1,0,0.177257525083612,1,0,,,0
1114,Jaremy Rykker,1,Night's Watch,0,1,0.060200668896321,0,3,Valar Dohaeris,"Ser Jaremy Mallister - Stabbed in the chest by an unknown Lannister soldier off-screen, body shown.",21
1115,Jarl,1,Wildling,0,0,0.0501672240802675,0,6,Battle of the Bastards,Lord Harald Karstark - Killed by an unknown Bolton soldier.,59
1116,Jason Lannister,1,House Lannister,1,1,0.0468227424749163,0,7,The Queen's Justice,Unnamed Lannister Soldier - Fell to his death after being thrown from Casterly Rock by an unknown Unsullied.,63
1117,Jasper Arryn,1,House Arryn,0,1,0.0434782608695652,1,0,,,0
1118,Jasper Redfort,0,House Arryn,0,1,0.0234113712374581,1,0,,,0
1119,Jeren,1,Night's Watch,0,0,0.020066889632107,1,0,,,0
1120,Jeyne Arryn,0,House Arryn,0,1,0.0334448160535117,0,8,The Iron Throne,Lady Lysa Arryn - 1 (Deceased),72
1121,Jeyne Beesbury,0,House Tyrell,1,0,0.060200668896321,1,0,,,0
1122,Jeyne Darry,1,House Frey,1,0,0.0769230769230769,1,0,,,0
1123,Jeyne Goodbrook,0,House Frey,0,0,0.0635451505016722,1,0,,,0
1124,Jeyne Rivers,0,House Frey,0,0,0.020066889632107,1,0,,,0
1125,Jeyne Lydden,0,House Lannister,1,0,0.100334448160535,1,0,,,0
1126,Joffrey Lonmouth,1,Noble,0,1,0.0234113712374581,0,8,The Long Night,Ser Jorah Mormont - Died of his injuries after being stabbed by wight.,69
1127,Joffrey Caswell,1,House Tyrell,0,1,0.0234113712374581,0,1,The Wolf and the Lion,Jory Cassel - Stabbed through the eye by Ser Jaime Lannister with a dirk.,5
1128,Jon Bettley,0,Noble,0,1,0.0167224080267558,1,0,,,0
1129,Jon Brax,0,House Lannister,0,0,0.113712374581939,1,0,,,0
1130,Jon Lynderly,0,House Arryn,0,1,0.0234113712374581,1,0,,,0
1131,Jon Myre,0,House Greyjoy,0,0,0.0234113712374581,1,0,,,0
1132,Jon Redfort,0,House Arryn,0,1,0.0234113712374581,1,0,,,0
1133,Jon Wylde,1,House Baratheon,1,1,0.160535117056856,1,0,,,0
1134,Jonos Stark,1,House Stark,0,1,0.0100334448160535,1,0,,,0
1135,Jonos Frey,0,House Frey,0,0,0.0535117056856187,1,0,,,0
1136,Jonnel Stark,1,House Stark,1,1,0.127090301003344,1,0,,,0
1137,Joramun,1,Wildling,0,1,0.0635451505016722,1,0,,,0
1138,Jorah Stark,1,House Stark,0,1,0.0100334448160535,1,0,,,0
1139,Jonothor Darry,1,House Frey,0,1,0.0468227424749163,0,8,The Long Night,Lord Beric Dondarrion (Wight) - Died when Arya Stark killed the Night King.,69
1140,Jorelle Mormont,0,House Stark,0,0,0.040133779264214,1,0,,,0
1141,Jyana,0,House Stark,1,0,0.020066889632107,1,0,,,0
1142,Joy Hill,0,House Lannister,0,0,0.103678929765886,1,0,,,0
1143,Jyanna Frey,0,House Frey,1,0,0.0501672240802675,1,0,,,0
1144,Kaeth,1,,0,1,0.260869565217391,0,3,Mhysa,"Unnamed Prince - Killed and cooked by Rat Cook off-screen, mentioned.",30
1145,Jynessa Blackmont,0,House Martell,0,0,0.020066889632107,1,0,,,0
1146,Karlon Stark,1,House Stark,0,1,0.0167224080267558,1,0,,,0
1147,Kedge Whiteye,1,Night's Watch,0,0,0.0367892976588628,1,0,,,0
1148,Kennos of Kayce,1,House Lannister,0,1,0.0334448160535117,1,0,,,0
1149,Kezmya,0,Foreign Noble,0,1,0.0167224080267558,1,0,,,0
1150,Kyra,1,House Stark,0,0,0.0535117056856187,0,8,The Long Night,Karsi (Wight) - Died when Arya Stark killed the Night King.,69
1151,Kyra Frey,0,House Frey,1,0,0.0668896321070234,1,0,,,0
1152,Lambert Turnberry,1,Noble,0,1,0.0167224080267558,1,0,,,0
1153,Lark,1,Night's Watch,0,0,0.040133779264214,0,3,"Dark Wings, Dark Words","Lord Luthor Tyrell - Accidentally rode off a cliff off-screen, mentioned.",22
1154,Larence Snow,1,House Stark,0,0,0.060200668896321,1,0,,,0
1155,Larra Blackmont,0,House Martell,0,1,0.0267558528428093,1,0,,,0
1156,Lanna Lannister,0,House Lannister,1,0,0.0735785953177257,1,0,,,0
1157,Leathers,1,Night's Watch,0,1,0.0501672240802675,1,0,,,0
1158,Left Hand Lew,1,Night's Watch,0,0,0.0167224080267558,1,0,,,0
1159,Leo Lefford,1,House Lannister,0,1,0.0568561872909698,0,1,The Wolf and the Lion,Heward - Impaled through the chest by an unknown Lannister soldier with a thrown spear on the orders of Ser Jaime Lannister.,5
1160,Leo Blackbar,1,House Tyrell,1,1,0.127090301003344,1,0,,,0
1161,Leona Woolfield,0,House Stark,1,0,0.0468227424749163,1,0,,,0
1162,Leonette Fossoway,0,House Tyrell,1,1,0.17391304347826,1,0,,,0
1163,Leonella Lefford,0,House Lannister,1,0,0.0802675585284281,1,0,,,0
1164,Lester Morrigen,0,House Baratheon,0,1,0.0234113712374581,1,0,,,0
1165,Lewys the Fishwife,0,House Baratheon,0,0,0.0,1,0,,,0
1166,Lewys Lydden,0,House Lannister,0,1,0.0367892976588628,1,0,,,0
1167,Leslyn Haigh,0,House Frey,1,1,0.0869565217391304,1,0,,,0
1168,Lomas Estermont,0,House Baratheon,0,1,0.0334448160535117,1,0,,,0
1169,Lorent Marbrand,1,House Lannister,0,1,0.0735785953177257,0,2,What Is Dead May Never Die,Yoren - Stabbed in the back of the neck by Ser Amory Lorch with a sword.,13
1170,Loreza Sand,0,House Martell,0,0,0.107023411371237,1,0,,,0
1171,Lothar Mallery,0,House Tyrell,0,1,0.0167224080267558,0,8,The Iron Throne,Lothar Frey - 2 (Deceased),72
1172,Lucas Corbray,0,House Baratheon,0,1,0.0133779264214046,1,0,,,0
1173,Lucas Codd,0,House Greyjoy,0,0,0.0234113712374581,1,0,,,0
1174,Luceon Frey,1,Soldier,0,0,0.0769230769230769,1,0,,,0
1175,Lucias Vypren,1,Noble,1,1,0.163879598662207,1,0,,,0
1176,Lucos Chyttering,1,Noble,0,1,0.020066889632107,1,0,,,0
1177,Lucion Lannister,0,House Lannister,0,1,0.0668896321070234,1,0,,,0
1178,Luthor Tyrell,1,House Tyrell,1,1,0.170568561872909,1,0,,,0
1179,Lyanna Mormont,1,House Stark,0,0,0.0568561872909698,0,8,The Long Night,Lady Lyanna Mormont - Died of her injuries after being crushed by a giant wight. Reanimated as a wight.,69
1180,Lyessa Flint,0,House Stark,0,1,0.0367892976588628,1,0,,,0
1181,Lyman Beesbury,1,House Tyrell,0,1,0.260869565217391,0,8,The Long Night,Lord Beric Dondarrion - Stabbed to death by wight. Reanimated as a wight.,69
1182,Lymond Goodbrook,1,House Frey,0,1,0.0267558528428093,1,0,,,0
