Season,Episode,Deaths
Season 7,Stormborn,Unnamed Ironborn Soldier - Stabbed to death by Tyene Sand with a knife.
Season 7,Stormborn,Obara Sand - Impaled in the stomach by Euron Greyjoy with a spear.
Season 7,Stormborn,Unnamed Ironborn Soldier - Stabbed to death by Nymeria Sand with a knife.
Season 7,Stormborn,Nymeria Sand - Strangled by Euron Greyjoy with a whip.
Season 7,Stormborn,Unnamed Ironborn Soldier - Slashed by Yara Greyjoy with a sword.
Season 7,Stormborn,Unnamed Ironborn Soldier - Throat slashed by Euron Greyjoy with an axe.
Season 7,Stormborn,Unnamed Ironborn Soldier - Stabbed in the stomach by Euron Greyjoy with an axe.
Season 7,The Queen's Justice,Tyene Sand - Poisoned by Queen Cersei I Lannister with the long farewell.
Season 7,The Queen's Justice,"Two Unspecified Animals - Killed by an unknown person off-screen, bodies shown."
Season 7,The Queen's Justice,13 Unnamed Unsullied - Shot by unknown Lannister soldiers with arrows using bows.
Season 7,The Queen's Justice,Six Unnamed Unsullied - Hit by rocks dropped by unknown Lannister soldiers.
Season 7,The Queen's Justice,Unnamed Unsullied - Shot in the head by an unknown Lannister soldier with an arrow using a bow.
Season 7,The Queen's Justice,Unnamed Unsullied - Shot in the chest by an unknown Lannister soldier with an arrow using a bow.
Season 7,The Queen's Justice,Unnamed Lannister Soldier - Throat slit by an unknown Unsullied.
Season 7,The Queen's Justice,Unnamed Lannister Soldier - Fell to his death after being thrown from Casterly Rock by an unknown Unsullied.
Season 7,The Queen's Justice,Unnamed Lannister Soldier - Stabbed by an unknown Unsullied with a spear.
Season 7,The Queen's Justice,Unnamed Lannister Soldier - Killed by an unknown Unsullied.
Season 7,The Queen's Justice,Unnamed Unsullied - Killed by an unknown Lannister soldier.
Season 7,The Queen's Justice,Two Unnamed Lannister Soldiers - Stabbed in the stomach by Grey Worm with a spear.
Season 7,The Queen's Justice,Unnamed Lannister Soldier - Stomach slashed by Grey Worm with a spear.
Season 7,The Queen's Justice,Three Unnamed Lannister Soldiers - Stabbed by Grey Worm with a spear.
Season 7,The Queen's Justice,Unnamed Lannister Soldier - Stabbed in the chest by Grey Worm with a thrown spear.
Season 7,The Queen's Justice,"Ten Unnamed Lannister Soldiers - Killed by unknown Unsullied off-screen, bodies shown."
Season 7,The Queen's Justice,"Three Unnamed Unsullied - Killed by unknown Lannister soldiers off-screen, bodies shown."
Season 7,The Queen's Justice,"Nine Unnamed Tyrell Soldiers - Killed by unknown Lannister soldiers off-screen, bodies shown."
Season 7,The Queen's Justice,"Three Unnamed Tyrell Civilians - Killed by unknown Lannister soldiers off-screen, bodies shown."
Season 7,The Spoils of War,21 Unnamed Lannister Soldiers - Burned alive by Drogon with his fire breath on the orders of Queen Daenerys I Targaryen.
Season 7,The Spoils of War,Horse - Impaled in the chest by an unknown Lannister soldier with a thrown spear.
Season 7,The Spoils of War,Two Unnamed Lannister Soldiers - Slashed by unknown Dothraki with arakhs.
Season 7,The Spoils of War,Five Unnamed Lannister Soldiers - Throats slashed by unknown Dothraki with arakhs.
Season 7,The Spoils of War,Unnamed Dothraki - Stabbed in the back by an unknown Lannister soldier with a spear.
Season 7,The Spoils of War,Two Unnamed Lannister Soldiers - Shot by unknown Dothraki with arrows using bows.
Season 7,The Spoils of War,Three Unnamed Dothraki - Shot by unknown Lannister soldiers with arrows using bows.
Season 7,The Spoils of War,Unnamed Dothraki - Stabbed by an unknown Lannister soldier with a sword.
Season 7,The Spoils of War,27 Unnamed Lannister Soldiers - Burned alive by Drogon with his fire breath on the orders of Queen Daenerys I Targaryen.
Season 7,The Spoils of War,Archie - Burned alive by Drogon with his fire breath on the orders of Queen Daenerys I Targaryen.
Season 7,The Spoils of War,William - Burned alive by Drogon with his fire breath on the orders of Queen Daenerys I Targaryen.
Season 7,The Spoils of War,Unnamed Dothraki - Slashed by Ser Jaime Lannister with a sword.
Season 7,The Spoils of War,Two Unnamed Lannister Soldiers - Slashed by unknown Dothraki with arakhs.
Season 7,The Spoils of War,Unnamed Dothraki - Slashed by Ser Jaime Lannister with a sword.
Season 7,The Spoils of War,Unnamed Lannister Soldier - Slashed by unknown Dothraki with an arakh.
Season 7,The Spoils of War,Unnamed Dothraki - Stabbed in the back by Dickon Tarly with a sword.
Season 7,The Spoils of War,"Unnamed Lannister Soldier - Stabbed in the chest by an unknown Dothraki with a sword off-screen, body shown."
Season 7,The Spoils of War,Two Unnamed Dothraki - Slashed by Ser Bronn with a sword.
Season 7,The Spoils of War,Four Unnamed Lannister Soldiers - Burned alive by Drogon with his fire breath on the orders of Queen Daenerys I Targaryen.
Season 7,The Spoils of War,Unnamed Dothraki - Shot in the chest by Ser Bronn with a bolt using Scorpion.
Season 7,The Spoils of War,Two Unnamed Lannister Soldiers - Slashed by unknown Dothraki with arakhs.
Season 7,The Spoils of War,Unnamed Lannister Soldier - Throat slit by an unknown Dothraki with an arakh.
Season 7,The Spoils of War,Three Unnamed Lannister Soldiers - Slashed by unknown Dothraki with arakhs.
Season 7,The Spoils of War,Nine Unnamed Lannister Soldiers - Burned alive by Drogon with his fire breath on the orders of Queen Daenerys I Targaryen.
Season 7,Eastwatch,Lord Randyll Tarly - Burned alive by Drogon with his fire breath on the orders of Queen Daenerys I Targaryen.
Season 7,Eastwatch,Dickon Tarly - Burned alive by Drogon with his fire breath on the orders of Queen Daenerys I Targaryen.
Season 7,Eastwatch,Unnamed Member of The City Watch - Hit in the side of the head by Gendry Baratheon with a war hammer.
Season 7,Beyond the Wall,"Eight Unspecified Animals - Died in an unspecified manner off-screen, bodies shown."
Season 7,Beyond the Wall,"Snow Bear - Died in an unspecified manner off-screen, body shown. Reanimated as a wight."
Season 7,Beyond the Wall,Three Unnamed Free Folk - Mauled by a wight snow bear.
Season 7,Beyond the Wall,Wight Snow Bear - Stabbed in the head by Ser Jorah Mormont with a dagger.
Season 7,Beyond the Wall,White Walker - Shattered after being slashed by Jon Snow using Longclaw.
Season 7,Beyond the Wall,Six Wight - Destroyed after Jon Snow killed a White Walker.
Season 7,Beyond the Wall,Thoros of Myr - Froze to death after being injured by a wight snow bear.
Season 7,Beyond the Wall,Wight - Stabbed in the chest by Jon Snow using Longclaw.
Season 7,Beyond the Wall,Two Wight - Slashed by Ser Jorah Mormont with a dagger.
Season 7,Beyond the Wall,Wight - Slashed by Jon Snow using Longclaw.
Season 7,Beyond the Wall,Two Wight - Hit by Sandor Clegane/The Hound with a war hammer.
Season 7,Beyond the Wall,Three Wight - Slashed by Tormund Giantsbane.
Season 7,Beyond the Wall,Wight - Slashed by Lord Beric Dondarrion with his flaming sword.
Season 7,Beyond the Wall,Wight - Slashed by an unknown member of the Night's Watch.
Season 7,Beyond the Wall,Wight - Burned alive by Lord Beric Dondarrion with his flaming sword.
Season 7,Beyond the Wall,Two Wight - Slashed by Jon Snow using Longclaw.
Season 7,Beyond the Wall,Two Wight - Stabbed by Ser Jorah Mormont with a dagger.
Season 7,Beyond the Wall,Two Wight - Slashed by Lord Beric Dondarrion with his flaming sword.
Season 7,Beyond the Wall,Two Wight - Stabbed by Jon Snow using Longclaw.
Season 7,Beyond the Wall,Four Wight - Slashed by Sandor Clegane/The Hound with an axe.
Season 7,Beyond the Wall,Five Wight - Slashed by Tormund Giantsbane with an axe.
Season 7,Beyond the Wall,Four Wight - Slashed by Jon Snow using Longclaw.
Season 7,Beyond the Wall,Three Wight - Stabbed by Ser Jorah Mormont with a dagger.
Season 7,Beyond the Wall,Wight - Stabbed in the back by Ser Jorah Mormont with a dagger.
Season 7,Beyond the Wall,Wight - Slashed by Tormund Giantsbane with an axe.
Season 7,Beyond the Wall,Wight - Slashed by Sandor Clegane/The Hound with an axe.
Season 7,Beyond the Wall,Two Wight - Slashed by Lord Beric Dondarrion with his flaming sword.
Season 7,Beyond the Wall,Wight - Stabbed by an unknown member of the Night's Watch with a spear.
Season 7,Beyond the Wall,Wight - Stabbed in the chest by Tormund Giantsbane with an axe.
Season 7,Beyond the Wall,Wight - Slashed by Lord Beric Dondarrion with his flaming sword.
Season 7,Beyond the Wall,Two Wight - Slashed by Jon Snow using Longclaw.
Season 7,Beyond the Wall,Wight - Shattered after being slashed by Jon Snow using Longclaw.
Season 7,Beyond the Wall,Three Wight - Slashed by Lord Beric Dondarrion with his flaming sword.
Season 7,Beyond the Wall,Unnamed Member of The Night's Watch - Mauled by wights.
Season 7,Beyond the Wall,Three Wight - Slashed by Lord Beric Dondarrion with his flaming sword.
Season 7,Beyond the Wall,Wight - Slashed by Tormund Giantsbane with an axe.
Season 7,Beyond the Wall,Wight - Slashed by Ser Jorah Mormont with a dagger.
Season 7,Beyond the Wall,Wight - Stabbed in the head by Sandor Clegane/The Hound with an axe.
Season 7,Beyond the Wall,Wight - Slashed by Sandor Clegane/The Hound with an axe.
Season 7,Beyond the Wall,Wight - Slashed by Jon Snow using Longclaw.
Season 7,Beyond the Wall,Three Wight - Stabbed by Ser Jorah Mormont with a dagger.
Season 7,Beyond the Wall,Two Wight - Stabbed by Tormund Giantsbane with an axe.
Season 7,Beyond the Wall,Two Wight - Stabbed by Sandor Clegane/The Hound with an axe.
Season 7,Beyond the Wall,Wight - Stabbed in the chest by Jon Snow using Longclaw.
Season 7,Beyond the Wall,Two Wight - Slashed by an unknown member of the Night's Watch.
Season 7,Beyond the Wall,Two Wight - Slashed by Jon Snow using Longclaw.
Season 7,Beyond the Wall,Unnamed Member of The Night's Watch - Mauled by wights.
Season 7,Beyond the Wall,Wight - Slashed by Tormund Giantsbane with an axe.
Season 7,Beyond the Wall,Wight - Stabbed by Sandor Clegane/The Hound with an axe.
Season 7,Beyond the Wall,Wight - Slashed by Lord Beric Dondarrion with his flaming sword.
Season 7,Beyond the Wall,Wight - Slashed by Ser Jorah Mormont with a dagger.
Season 7,Beyond the Wall,Nine Wight - Burned alive by Drogon with his fire breath on the orders of Queen Daenerys I Targaryen.
Season 7,Beyond the Wall,15 Wight - Burned alive by Viserion with his fire breath.
Season 7,Beyond the Wall,155 Wight - Burned alive by Rhaegal with his fire breath.
Season 7,Beyond the Wall,21 Wight - Burned alive by Drogon with his fire breath on the orders of Queen Daenerys I Targaryen.
Season 7,Beyond the Wall,Eight Wight - Slashed and stabbed by Jon Snow using Longclaw.
Season 7,Beyond the Wall,15 Wight - Burned alive by Drogon with his fire breath on the orders of Queen Daenerys I Targaryen.
Season 7,Beyond the Wall,Viserion (Dragon) - Stabbed in the neck by the Night King with a thrown ice spear. Reanimated as a wight.
Season 7,Beyond the Wall,Four Wight - Slashed and stabbed by Jon Snow using Longclaw.
Season 7,Beyond the Wall,11 Wight - Hit in the chest by Benjen Stark with a burning flail.
Season 7,The Dragon and the Wolf,Wight - Stabbed in the chest by Jon Snow with a dragonglass dagger.
Season 7,The Dragon and the Wolf,"At Least 99,495 Unnamed People - Died in an unspecified manner off-screen, mentioned. Reanimated as wight."
Season 7,The Dragon and the Wolf,Lord Petyr Baelish/Littlefinger - Throat slit by Arya Stark with a Valyrian steel dagger on the orders of Sansa Stark.
Season 8,Winterfell,Unnamed Ironborn Soldier - Shot in the back of the head by an unknown Ironborn soldier with an arrow.
Season 8,Winterfell,Two Unnamed Ironborn Soldiers - Shot in the head by unknown Ironborn soldiers with arrows.
Season 8,Winterfell,Two Unnamed Ironborn Soldiers - Shot in the chest by unknown Ironborn soldiers with arrows.
Season 8,Winterfell,Unnamed Ironborn Soldier - Stabbed in the head by Theon Greyjoy with an axe.
Season 8,Winterfell,"18 Goats - Consumed by Rhaegal and Drogon off-screen, mentioned."
Season 8,Winterfell,"11 Sheep - Consumed by Rhaegal and Drogon off-screen, mentioned."
Season 8,Winterfell,"Lord Ned Umber - Killed by wight off-screen, body shown. Reanimated as a wight."
Season 8,The Long Night,"50,000 Unnamed Dothraki - Killed by wight off-screen. Reanimated as wight."
Season 8,The Long Night,Qhono - Killed by wight off-screen. Reanimated as a wight.
Season 8,The Long Night,"50,000 Horses - Killed by wight off-screen. Reanimated as wight."
Season 8,The Long Night,Six Unnamed Unsullied - Mauled by wights. Reanimated as wight.
Season 8,The Long Night,Two Unnamed Unsullied - Stabbed in the chest by wight. Reanimated as wight.
Season 8,The Long Night,Unnamed Unsullied - Throat slashed by a wight. Reanimated as a wight.
Season 8,The Long Night,Unnamed Soldier - Throat slashed by a wight. Reanimated as a wight.
Season 8,The Long Night,Two Wight - Slashed by Ser Jaime Lannister with a sword.
Season 8,The Long Night,At Least 114 Wight - Burned alive by Drogon with his fire breath on the orders of Queen Daenerys I Targaryen.
Season 8,The Long Night,At Least 114 Wight - Burned alive by Rhaegal with his fire breath on the orders of Jon Snow.
Season 8,The Long Night,Wight - Stabbed by Ser Jaime Lannister with a sword.
Season 8,The Long Night,Wight - Slashed by Ser Jaime Lannister with a sword.
Season 8,The Long Night,Two Wight - Slashed by Ser Brienne of Tarth with Oathkeeper.
Season 8,The Long Night,Two Wight - Slashed by Tormund Giantsbane with a sword.
Season 8,The Long Night,At Least 225 Wight - Burned alive by Drogon with his fire breath on the orders of Queen Daenerys I Targaryen.
Season 8,The Long Night,Three Wight - Slashed by Ser Jorah Mormont with Heartsbane.
Season 8,The Long Night,Wight - Slashed by Ser Brienne of Tarth with Oathkeeper.
Season 8,The Long Night,Two Wight - Slashed by Tormund Giantsbane with a sword.
Season 8,The Long Night,Wight - Slashed by Ser Jaime Lannister with a sword.
Season 8,The Long Night,Wight - Hit by Gendry Baratheon with a war hammer.
Season 8,The Long Night,Wight - Slashed by Ser Podrick Payne with a sword.
Season 8,The Long Night,Two Wight - Slashed by Sandor Clegane/The Hound with an axe.
Season 8,The Long Night,Wight - Stabbed in the back by Lord Commander Eddison Tollett with a sword.
Season 8,The Long Night,Lord Commander Eddison Tollett - Stabbed in the back by a wight. Reanimated as a wight.
Season 8,The Long Night,Wight - Slashed by Tormund Giantsbane with a sword.
Season 8,The Long Night,Seven Unnamed Unsullied - Mauled by wights. Reanimated as wight.
Season 8,The Long Night,Wight - Slashed by Tormund Giantsbane with a sword.
Season 8,The Long Night,Wight - Hit by Gendry Baratheon with a war hammer.
Season 8,The Long Night,Wight - Shot in the head by an unknown soldier with a flaming arrow using a bow.
Season 8,The Long Night,Wight - Shot in the head by Arya Stark with a flaming arrow using a bow.
Season 8,The Long Night,Wight - Slashed by Sandor Clegane/The Hound with an axe.
Season 8,The Long Night,"3,984 Unnamed Unsullied - Killed by wight. Reanimated as wight."
Season 8,The Long Night,Three Unnamed Soldiers - Mauled by wights. Reanimated as wight.
Season 8,The Long Night,Wight - Slashed by Ser Jorah Mormont with Heartsbane.
Season 8,The Long Night,Two Wight - Slashed by Lord Beric Dondarrion with his flaming sword.
Season 8,The Long Night,Wight - Slashed by Tormund Giantsbane with a sword.
Season 8,The Long Night,Four Wight - Slashed by Sandor Clegane/The Hound with an axe.
Season 8,The Long Night,Two Wight - Shot in the head by unknown soldiers with flaming arrows using bows.
Season 8,The Long Night,Three Wight - Stabbed by unknown Unsullied with spears.
Season 8,The Long Night,12 Wight - Burned alive by Melisandre/The Red Woman using magic.
Season 8,The Long Night,46 Wight - Burned alive by Drogon with his fire breath on the orders of Queen Daenerys I Targaryen.
Season 8,The Long Night,25 Wight - Committed suicide by walking into fire set by Melisandre/The Red Woman using magic.
Season 8,The Long Night,Wight - Shot by an unknown soldier with a flaming arrow using a bow.
Season 8,The Long Night,Wight - Destroyed after being hit by Gendry Baratheon with a war hammer.
Season 8,The Long Night,Wight - Slashed by Ser Jaime Lannister with a sword.
Season 8,The Long Night,Eight Wight - Slashed by unknown soldiers.
Season 8,The Long Night,Two Wight - Stabbed by Grey Worm with a spear.
Season 8,The Long Night,Wight - Slashed by Samwell Tarly.
Season 8,The Long Night,Wight - Slashed by Ser Brienne of Tarth with Oathkeeper.
Season 8,The Long Night,Wight - Slashed by Tormund Giantsbane with a sword.
Season 8,The Long Night,Two Unnamed Soldiers - Mauled by wights. Reanimated as wight.
Season 8,The Long Night,Three Wight - Slashed by Ser Jaime Lannister with a sword.
Season 8,The Long Night,Seven Wight - Slashed by Ser Brienne of Tarth with Oathkeeper.
Season 8,The Long Night,Three Wight - Slashed by Ser Jaime Lannister with a sword.
Season 8,The Long Night,Wight - Stabbed in the chest by Ser Brienne of Tarth with Oathkeeper.
Season 8,The Long Night,Wight - Slashed by Samwell Tarly with a sword.
Season 8,The Long Night,Two Wight - Stabbed by Ser Jorah Mormont with Heartsbane.
Season 8,The Long Night,Six Unnamed Soldiers - Stabbed to death by wights. Reanimated as wight.
Season 8,The Long Night,Three Wight - Shot by unknown soldiers with flaming arrows using bows.
Season 8,The Long Night,Three Wight - Slashed by Lord Beric Dondarrion with his flaming sword.
Season 8,The Long Night,Unnamed Soldier - Stabbed in the throat by a wight. Reanimated as a wight.
Season 8,The Long Night,Unnamed Soldier - Impaled on a spike by a wight. Reanimated as a wight.
Season 8,The Long Night,Wight - Decapitated by Arya Stark with a spear.
Season 8,The Long Night,14 Wight - Slashed by Arya Stark with a spear.
Season 8,The Long Night,Three Wight - Stabbed in the chest by Arya Stark with a spear.
Season 8,The Long Night,Five Unnamed Soldiers - Beaten to death by a giant wight. Reanimated as wight.
Season 8,The Long Night,Wight - Stabbed in the eye by Lady Lyanna Mormont with a dragonglass dagger.
Season 8,The Long Night,Lady Lyanna Mormont - Died of her injuries after being crushed by a giant wight. Reanimated as a wight.
Season 8,The Long Night,Wight - Stabbed in the head by Arya Stark with a spear.
Season 8,The Long Night,"At Least Four Unnamed Soldiers - Killed by wights off-screen, screams heard. Reanimated as wights."
Season 8,The Long Night,Wight - Slashed by Lord Beric Dondarrion with his flaming sword.
Season 8,The Long Night,Three Wight - Slashed by Sandor Clegane/The Hound with an axe.
Season 8,The Long Night,Wight - Decapitated by Sandor Clegane/The Hound with an axe.
Season 8,The Long Night,Wight - Slashed by Arya Stark with a spear.
Season 8,The Long Night,Lord Beric Dondarrion - Stabbed to death by wight. Reanimated as a wight.
Season 8,The Long Night,Two Wight - Shot by unknown Ironborn soldiers with flaming arrows using bows.
Season 8,The Long Night,Wight - Shot by Theon Greyjoy with a flaming arrow using a bow.
Season 8,The Long Night,Wight - Stabbed by Tormund Giantsbane with a sword.
Season 8,The Long Night,"9,969 Unnamed Northern Soldiers - Killed by wight. Reanimated as wights."
Season 8,The Long Night,Wight - Stabbed by Ser Jorah Mormont with Heartsbane.
Season 8,The Long Night,Wight - Slashed by Grey Worm with a spear.
Season 8,The Long Night,Wight - Slashed by Tormund Giantsbane with a sword.
Season 8,The Long Night,Wight - Slashed by Ser Jaime Lannister with a sword.
Season 8,The Long Night,"Three Unnamed Starks - Died in an unspecified manner off-screen, bodies shown. Reanimated as wights."
Season 8,The Long Night,Karsi - Mauled by wight. Reanimated as a wight.
Season 8,The Long Night,Unnamed Woman - Mauled by wight. Reanimated as a wight.
Season 8,The Long Night,Lady Alys Karstark - Killed by wight off-screen. Reanimated as a wight.
Season 8,The Long Night,Fergus - Killed by wight off-screen. Reanimated as a wight.
Season 8,The Long Night,Three Wight - Shot by unknown Ironborn soldiers with flaming arrows using bows.
Season 8,The Long Night,Two Wight - Shot by Theon Greyjoy with flaming arrows using a bow.
Season 8,The Long Night,Four Wight - Shot by unknown Ironborn soldiers with flaming arrows using bows.
Season 8,The Long Night,Unnamed Ironborn Soldier - Mauled by wight. Reanimated as a wight.
Season 8,The Long Night,Wight - Slashed by Jon Snow using Longclaw.
Season 8,The Long Night,Wight - Stabbed by Jon Snow using Longclaw.
Season 8,The Long Night,Three Wight - Slashed by Jon Snow using Longclaw.
Season 8,The Long Night,At Least 18 Wight - Burned alive by Drogon with his fire breath on the orders of Queen Daenerys I Targaryen.
Season 8,The Long Night,Wight - Decapitated by Ser Jorah Mormont with Heartsbane.
Season 8,The Long Night,Two Wight - Slashed by Jon Snow using Longclaw.
Season 8,The Long Night,Wight - Stabbed by Jon Snow using Longclaw.
Season 8,The Long Night,Two Wight - Hit by Gendry Baratheon with a war hammer.
Season 8,The Long Night,Two Wight - Slashed by Jon Snow using Longclaw.
Season 8,The Long Night,Unnamed Soldier - Mauled by wight. Reanimated as a wight.
Season 8,The Long Night,Wight - Slashed by Grey Worm with a spear.
Season 8,The Long Night,Wight - Slashed by Ser Brienne of Tarth with Oathkeeper.
Season 8,The Long Night,Three Wight - Slashed by Jon Snow using Longclaw.
Season 8,The Long Night,Wight - Shot by Theon Greyjoy with a flaming arrow using a bow.
Season 8,The Long Night,Four Wight - Shot by unknown Ironborn soldiers with flaming arrows using bows.
Season 8,The Long Night,Five Unnamed Ironborn Soldiers - Mauled by wight. Reanimated as wights.
Season 8,The Long Night,Two Wight - Stabbed and slashed by Theon Greyjoy with a spear.
Season 8,The Long Night,Five Wight - Slashed by Ser Jorah Mormont with Heartsbane.
Season 8,The Long Night,Wight - Stabbed by Ser Jorah Mormont with Heartsbane.
Season 8,The Long Night,Two Unnamed Women - Mauled by wight. Reanimated as wights.
Season 8,The Long Night,Eight Unnamed Soldiers - Burned alive by Viserion (wight).
Season 8,The Long Night,Wight - Stabbed by Grey Worm with a spear.
Season 8,The Long Night,Two Wight - Slashed by Ser Jorah Mormont with Heartsbane.
Season 8,The Long Night,Wight - Slashed by Queen Daenerys I Targaryen with a sword.
Season 8,The Long Night,Two Wight - Slashed by Ser Jorah Mormont with Heartsbane.
Season 8,The Long Night,Wight - Stabbed by Queen Daenerys I Targaryen with a sword.
Season 8,The Long Night,Wight - Slashed by Queen Daenerys I Targaryen with a sword.
Season 8,The Long Night,Wight - Slashed by Jon Snow using Longclaw.
Season 8,The Long Night,Three Wight - Slashed by Theon Greyjoy with a spear.
Season 8,The Long Night,Two Wight - Slashed by Ser Jorah Mormont with Heartsbane.
Season 8,The Long Night,Wight - Slashed by Tormund Giantsbane with a sword.
Season 8,The Long Night,Eight Wight - Slashed by Theon Greyjoy with a spear.
Season 8,The Long Night,Theon Greyjoy - Stabbed in the stomach by the Night King with a broken spear.
Season 8,The Long Night,Wight - Stabbed in the chest by Queen Daenerys I Targaryen with a sword.
Season 8,The Long Night,Wight - Stabbed in the chest by Ser Jorah Mormont with Heartsbane.
Season 8,The Long Night,Night King - Shattered after being stabbed in the heart by Arya Stark with a Valyrian steel dagger.
Season 8,The Long Night,At Least 12 White Walkers - Shattered by Arya Stark when she killed the Night King.
Season 8,The Long Night,"At Least 213,268 Wight - Died when Arya Stark killed the Night King."
Season 8,The Long Night,Viserion (Wight) - Died when Arya Stark killed the Night King.
Season 8,The Long Night,Qhono (Wight) - Died when Arya Stark killed the Night King.
Season 8,The Long Night,Eddison Tollett (Wight) - Died when Arya Stark killed the Night King.
Season 8,The Long Night,Lady Lyanna Mormont (Wight) - Died when Arya Stark killed the Night King.
Season 8,The Long Night,Lord Beric Dondarrion (Wight) - Died when Arya Stark killed the Night King.
Season 8,The Long Night,Karsi (Wight) - Died when Arya Stark killed the Night King.
Season 8,The Long Night,Lady Alys Karstark (Wight) - Died when Arya Stark killed the Night King.
Season 8,The Long Night,Fergus (Wight) - Died when Arya Stark killed the Night King.
Season 8,The Long Night,Ser Jorah Mormont - Died of his injuries after being stabbed by wight.
Season 8,The Last of the Starks,Rhaegal (Dragon) - Shot in the neck by Euron Greyjoy with a bolt using a Scorpion.
Season 8,The Last of the Starks,Unnamed Unsullied - Shot by an unknown Ironborn solider with a bolt using a Scorpion.
Season 8,The Bells,Lord Varys - Burned alive by Drogon with his fire breath on the orders of Queen Daenerys I Targaryen.
Season 8,The Bells,"At Least 2,000 Unnamed Ironborn Soldiers - Burned alive by Drogon with his fire breath on the orders of Queen Daenerys I Targaryen."
Season 8,The Bells,At Least 19 Unnamed Lannister Soldiers - Burned alive by Drogon with his fire breath on the orders of Queen Daenerys I Targaryen.
Season 8,The Bells,At Least 72 Unnamed Golden Company Soldiers - Crushed by rubble and burned alive when Drogo destroyed a wall with his fire breath on the orders of Queen Daenerys I Targaryen.
Season 8,The Bells,Horse - Hit by rubble when Drogo destroyed a wall with his fire breath on the orders of Queen Daenerys I Targaryen.
Season 8,The Bells,Captain Harry Strickland - Stabbed in the back by Grey Worm with a thrown spear.
Season 8,The Bells,17 Unnamed Lannister Soldiers - Slashed by unknown Dothraki with arakhs.
Season 8,The Bells,Unnamed Lannister Soldier - Stabbed in the back by an unknown Northern soldier with a sword.
Season 8,The Bells,Two Unnamed Lannister Soldiers - Burned alive by Drogon with his fire breath on the orders of Queen Daenerys I Targaryen.
Season 8,The Bells,13 Unnamed Lannister Soldiers - Slashed and stabbed by unknown Northern soldiers with swords.
Season 8,The Bells,12 Unnamed Lannister Soldiers - Burned alive by Drogon with his fire breath on the orders of Queen Daenerys I Targaryen.
Season 8,The Bells,158 Unnamed Golden Company Soldiers - Burned alive by Drogon with his fire breath on the orders of Queen Daenerys I Targaryen.
Season 8,The Bells,Nine Unnamed Lannister Soldiers - Burned alive by Drogon with his fire breath on the orders of Queen Daenerys I Targaryen.
Season 8,The Bells,"19,770 Unnamed Golden Company Soldiers - Killed by unknown Dothraki, Unsullied, and Northern soldiers off-screen, bodies shown."
Season 8,The Bells,"At Least Six Dothraki - Killed by unknown Golden Company soldiers off-screen, bodies shown."
Season 8,The Bells,16 Unnamed Lannister Soldiers - Burned alive by Drogon with his fire breath on the orders of Queen Daenerys I Targaryen.
Season 8,The Bells,"17 Unnamed Lannister Soldiers - Burned alive by Drogon with his fire breath on the orders of Queen Daenerys I Targaryen off-screen, bodies shown."
Season 8,The Bells,Unnamed Lannister Soldier - Stabbed in the stomach by Grey Worm with a spear.
Season 8,The Bells,Unnamed Northern Soldier - Throat slashed by an unknown Lannister soldier with a sword.
Season 8,The Bells,Unnamed Lannister Soldier - Chest slashed by Jon Snow using Longclaw.
Season 8,The Bells,Two Unnamed Lannister Soldiers - Slashed by unknown Northern soldiers with swords.
Season 8,The Bells,"51 Unnamed Lannister Soldiers - Killed by unknown Dothraki, Unsullied, and Northern soldiers off-screen, bodies shown."
Season 8,The Bells,"22,420 Unnamed Lannister Soldiers - Killed by unknown Dothraki, Unsullied, and Northern soldiers off-camera."
Season 8,The Bells,Three Unnamed Lannister Soldiers - Slashed by unknown Northern soldiers with swords.
Season 8,The Bells,At Least 103 Unnamed King's Landing Civilians - Burned alive by Drogon with his fire breath on the orders of Queen Daenerys I Targaryen.
Season 8,The Bells,Unnamed Lannister Soldier - Stabbed in the chest by Grey Worm with a thrown spear.
Season 8,The Bells,Two Unnamed Lannister Soldiers - Throats slashed by unknown Northern soldiers.
Season 8,The Bells,Unnamed Lannister Soldier - Slashed by an unknown Northern soldier with a sword.
Season 8,The Bells,Two Unnamed Lannister Soldiers - Slashed by Jon Snow using Longclaw.
Season 8,The Bells,Unnamed Lannister Soldier - Stabbed in the chest by Jon Snow using Longclaw.
Season 8,The Bells,Two Unnamed Lannister Soldiers - Throats slashed by unknown Northern soldiers.
Season 8,The Bells,Four Unnamed Lannister Soldiers - Stabbed in the chest by Grey Worm with a spear.
Season 8,The Bells,Two Unnamed Lannister Soldiers - Slashed by Grey Worm with a spear.
Season 8,The Bells,Four Unnamed Lannister Soldiers - Slashed by unknown Northern soldiers.
Season 8,The Bells,Three Unnamed Lannister Soldiers - Stabbed in the chest by Grey Worm with a spear.
Season 8,The Bells,374 Unnamed Lannister Soldiers - Killed by unknown Northern soldiers off-camera.
Season 8,The Bells,Eight Unnamed Lannister Soldiers - Burned alive by Drogon with his fire breath on the orders of Queen Daenerys I Targaryen.
Season 8,The Bells,At Least 75 Unnamed King's Landing Civilians - Burned alive by Drogon with his fire breath on the orders of Queen Daenerys I Targaryen.
Season 8,The Bells,Unnamed Lannister Soldier - Stabbed in the chest by an unknown Unsullied with a spear.
Season 8,The Bells,Four Unnamed Lannister Soldiers - Slashed by unknown Northern soldiers.
