Name,Culture,Born,Died,Titles,Aliases,Father,Mother,Spouse,Allegiances,Books,POV Books,TV Series,Played By,URL
Jorah Mormont,Northmen,In 254 AC (roughly),,"['Ser', 'Lord of Bear Island (stripped)']","['Jorah the Andal', 'Bear']",,,,"['https://www.anapioficeandfire.com/api/houses/271', 'https://www.anapioficeandfire.com/api/houses/378']","['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],"['Season 1', 'Season 2', 'Season 3', 'Season 4', 'Season 5', 'Season 6']",['Iain Glen'],https://www.anapioficeandfire.com/api/characters/1560
Joramun,Free Folk,,,['King-Beyond-the-Wall'],[''],,,,[],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/11']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/1561
Jorgen,,,,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/419'],['https://www.anapioficeandfire.com/api/books/6'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1562
Jorquen,,,,['Septon'],[''],,,,[],['https://www.anapioficeandfire.com/api/books/5'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1563
Joseran,,,,['Maester'],[''],,,,[],['https://www.anapioficeandfire.com/api/books/5'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1564
Joseth,,,,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/362'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/1565
Joss,,,,[''],[''],,,,[],['https://www.anapioficeandfire.com/api/books/1'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1566
Joss,Braavosi,,,[''],['Joss the Gloom'],,,,[],['https://www.anapioficeandfire.com/api/books/5'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1567
Joss Stilwood,,,,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/72'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/1568
Joth Quickbow,,,At riverlands,[''],[''],,,,[],['https://www.anapioficeandfire.com/api/books/3'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1569
Joy Hill,,In 288 AC,,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/229'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/1570
Jurne,,,,['Maester'],[''],,,,[],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/1571
Jyana,Crannogmen,,,[''],[''],,,https://www.anapioficeandfire.com/api/characters/506,['https://www.anapioficeandfire.com/api/houses/318'],"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/1572
Jyck,,,"In 298 AC, at Mountains of the Moon",[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/229'],['https://www.anapioficeandfire.com/api/books/1'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1573
Jynessa Blackmont,Dornish,,,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/24'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/1574
Jyzene,,,,[''],[''],,,,[],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/1575
Kaeth,,"At 175 AC, 176 AC or 177 AC","In 257 AC or 258 AC, at King's Landing",['Grand Maester'],[''],,,,[],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/1576
Karl,,,"In 300 AC, at the haunted forest",[''],['Clubfoot Karl'],,,,[],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],"['Season 3', 'Season 4']",['Burn Gorman'],https://www.anapioficeandfire.com/api/characters/1577
Kedge Whiteye,,In or between 251 AC and 260 AC,,[''],[''],,,,[],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/1578
Kedry,,,"In 300 AC, at off the coast of the Disputed Lands",['Maester'],[''],,,,[],"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/1579
Kegs,,,,[''],[''],,,,[],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/1580
Kella,,,,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/11'],['https://www.anapioficeandfire.com/api/books/3'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1581
Kemmett Pyke,Ironborn,,,[''],['Kemmett the Bastard'],,,,[],"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/1582
Kenned,Ironborn,,"In 299 AC, at Winterfell",[''],['Kenned the Whale'],,,,[],['https://www.anapioficeandfire.com/api/books/2'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1583
Kennos of Kayce,,,,['Ser'],[''],,,,['https://www.anapioficeandfire.com/api/houses/219'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/1584
Ketter,,,,[''],[''],,,,[],['https://www.anapioficeandfire.com/api/books/1'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1585
Kezmya,Ghiscari,At Meereen,,['Cupbearer'],[''],,,,[],['https://www.anapioficeandfire.com/api/books/8'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1586
Khorane Sathmantes,Lysene,,,[''],[''],,,,[],['https://www.anapioficeandfire.com/api/books/3'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1587
Khrazz,Ghiscari,In 277 AC (roughly),"In 300 AC, at Meereen",[''],[''],,,,[],['https://www.anapioficeandfire.com/api/books/8'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1588
Kiera of Tyrosh,Tyroshi,,,['Lady'],[''],,,https://www.anapioficeandfire.com/api/characters/1067,['https://www.anapioficeandfire.com/api/houses/378'],"['https://www.anapioficeandfire.com/api/books/7', 'https://www.anapioficeandfire.com/api/books/11']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/1589
Kindly Man,Braavosi,,,[''],['The Kindly Man'],,,,[],"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/1590
Kirby Pimm,,,,['Ser'],[''],,,,[],['https://www.anapioficeandfire.com/api/books/7'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1591
Kojja Mo,Summer Isles,,,[''],[''],,,,[],['https://www.anapioficeandfire.com/api/books/5'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1592
Koss,,,"In 299 AC, at Gods Eye",[''],[''],,,,[],['https://www.anapioficeandfire.com/api/books/2'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1593
Kraznys mo Nakloz,Astapori,,"In 299 AC, at Astapor",[''],[''],,,,[],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/8']",[],['Season 3'],['Dan Hildebrand'],https://www.anapioficeandfire.com/api/characters/1594
Kromm,Ironborn,At Iron Islands,"In 299 AC, at Winterfell",[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/169'],['https://www.anapioficeandfire.com/api/books/2'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1595
Kurleket,,,"In 298 AC, at Mountains of the Moon",[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/37'],['https://www.anapioficeandfire.com/api/books/1'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1596
Kurz,,,"In 299 AC, at Riverlands",[''],[''],,,,[],['https://www.anapioficeandfire.com/api/books/2'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1597
Kyle,,,,['Ser'],"['Cat of Misty Moor', 'Kyle the Cat']",,,,[],['https://www.anapioficeandfire.com/api/books/7'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1598
Kyle,,,"In 299 AC, at the burning septry",[''],[''],,,,[],['https://www.anapioficeandfire.com/api/books/3'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1599
Kyleg,Free Folk,,,[''],['Kyleg of the Wooden Ear'],,,,[],['https://www.anapioficeandfire.com/api/books/8'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1600
Kym,,,,['Maester'],[''],,,,[],['https://www.anapioficeandfire.com/api/books/2'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1601
Kyra,,"In 280 AC or 281 AC, at Winter Town","In 300 AC, at Forests near the Dreadfort",[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/362'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/1602
Lady of the Leaves,,,,['Lady of the Leaves'],[''],,,,[],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/1603
Lanna,,In 285 AC or 286 AC,,[''],[''],,,,[],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/1604
Lanna,Braavosi,In 286 AC,,[''],[''],,,,[],['https://www.anapioficeandfire.com/api/books/5'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1605
Lark,Sistermen,,"In 299 AC, at the haunted forest",[''],"['The Sisterman', 'Lark the Sisterman']",,,,[],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/1606
Larra Blackmont,Dornish,,,['Lady of Blackmont'],[''],,,,['https://www.anapioficeandfire.com/api/houses/24'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/1607
Larra Rogare,Lysene,"In 115 AC, at Lys","In 145 AC, at Lys",[''],[''],,,https://www.anapioficeandfire.com/api/characters/1077,['https://www.anapioficeandfire.com/api/houses/378'],['https://www.anapioficeandfire.com/api/books/11'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1608
Larraq,Ghiscari,,,[''],['The Lash'],,,,[],['https://www.anapioficeandfire.com/api/books/8'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1609
Layna,,In or between 279 AC and 285 AC,,[''],[''],,,,[],['https://www.anapioficeandfire.com/api/books/2'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1610
Leathers,Free Folk,In 259 AC or before,,['Master-at-Arms'],[''],,,,[],['https://www.anapioficeandfire.com/api/books/8'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1611
Left Hand Lew,,,,[''],[''],,,,[],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/1612
Lem,,,,[''],"['Lem Lemoncloak', 'The Lemon', 'Yellow cloak']",,,,[],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],['Season 6'],['Jóhannes Haukur Jóhannesson'],https://www.anapioficeandfire.com/api/characters/1613
Lem,,In or around 161 AC,,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/291'],['https://www.anapioficeandfire.com/api/books/6'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1614
Lenn,Free Folk,,,[''],[''],,,,[],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/1615
Lennocks,,,,[''],[''],,,,[],['https://www.anapioficeandfire.com/api/books/3'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1616
Lenyl,Free Folk,,,[''],[''],,,,[],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/1617
Leonette Fossoway,,,,['Lady'],[''],,,https://www.anapioficeandfire.com/api/characters/401,['https://www.anapioficeandfire.com/api/houses/397'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/1618
Lester,,,,[''],['Red Lester'],,,,['https://www.anapioficeandfire.com/api/houses/229'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/1619
Lew,Northmen,,,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/362'],['https://www.anapioficeandfire.com/api/books/1'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1620
Lew,,,,[''],['Long Lew'],,,,['https://www.anapioficeandfire.com/api/houses/395'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/1621
Lewis Lanster,,At Westeros,,[''],[''],,,,[],['https://www.anapioficeandfire.com/api/books/8'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1622
Lewys,,,,[''],['Lewys the Fishwife'],,,,['https://www.anapioficeandfire.com/api/houses/15'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/1623
Lharys,,,"In 298 AC, at Mountains of the Moon",[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/37'],['https://www.anapioficeandfire.com/api/books/1'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1624
Lister,,,,[''],[''],,,,[],['https://www.anapioficeandfire.com/api/books/3'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1625
Lommy,,,"In 299 AC, at Riverlands",[''],['Lommy Greenhands'],,,,[],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],"['Season 1', 'Season 2']",['Eros Vlahos'],https://www.anapioficeandfire.com/api/characters/1626
Lomys,,,,['Maester'],[''],,,,[],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/1627
Lorcas,,In 241 AC or before,,[''],[''],,,,[],['https://www.anapioficeandfire.com/api/books/5'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1628
Lord Belgrave,,,,['Lord'],[''],,,,[],['https://www.anapioficeandfire.com/api/books/3'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1629
Lord of Bones,Free Folk,,"In 300 AC, at Castle Black",[''],"['Rattleshirt', ""Lord o' Bones"", ""Bag o' Bones""]",,,,[],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],"['Season 2', 'Season 3']",['Edward Dogliani'],https://www.anapioficeandfire.com/api/characters/1630
Loren I Lannister,,,,"['King of the Rock (former)', 'Lord of Casterly Rock', 'Warden of the West', 'Lord of the Westerlands']",['Loren the Last'],,,,[],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/11']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/1631
Loreza Sand,Dornish,In 293 AC,,[''],['Loree'],,,,['https://www.anapioficeandfire.com/api/houses/285'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/1632
Lorimer,,,"In 298 AC, at Riverlands",['Ser'],['Lorimer the Belly'],,,,['https://www.anapioficeandfire.com/api/houses/234'],['https://www.anapioficeandfire.com/api/books/5'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1633
Lormelle,,,,[''],['Lormelle Long Lance'],,,,[],['https://www.anapioficeandfire.com/api/books/3'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1634
Lorren,,,"In 299 AC, at Winterfell",[''],['Black Lorren'],,,,[],['https://www.anapioficeandfire.com/api/books/2'],[],['Season 2'],['Forbes KB'],https://www.anapioficeandfire.com/api/characters/1635
Lothar,,,,['Maester'],[''],,,,[],['https://www.anapioficeandfire.com/api/books/7'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1636
Lotho Lornel,Braavosi,,,[''],[''],,,,[],['https://www.anapioficeandfire.com/api/books/5'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1637
Lucan,,,"In 299 AC, at Harrenhal",[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/427'],['https://www.anapioficeandfire.com/api/books/2'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1638
Lucantine Woodwright,,,,['Ser'],[''],,,,[],['https://www.anapioficeandfire.com/api/books/5'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1639
Lucas Blackwood,,,"In 299 AC, at the Twins",[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/27'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/1640
Lucas Nayland,,,,['Ser'],[''],,,,['https://www.anapioficeandfire.com/api/houses/279'],['https://www.anapioficeandfire.com/api/books/7'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1641
Lucifer Hardy,,,,['Lord'],[''],,,,['https://www.anapioficeandfire.com/api/houses/175'],['https://www.anapioficeandfire.com/api/books/5'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1642
Luco Prestayn,Braavosi,,,[''],[''],,,,[],['https://www.anapioficeandfire.com/api/books/5'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1643
Lucos,,,,['Septon'],[''],,,,[],['https://www.anapioficeandfire.com/api/books/5'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1644
Luke,,,,[''],['Likely Luke'],,,,[],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/1645
Luke,,At Longtown,,[''],['Luke of Longtown'],,,,[],['https://www.anapioficeandfire.com/api/books/8'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1646
Lum,,,,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/229'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/1647
Luton,Northmen,,"In 300 AC, at Winterfell",[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/34'],['https://www.anapioficeandfire.com/api/books/8'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1648
Luwin,Westeros,,"In 299 AC, at Winterfell",[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/362'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],"['Season 1', 'Season 2']",['Donald Sumpter'],https://www.anapioficeandfire.com/api/characters/1649
Lyanna Stark,Northmen,In 266 AC or 267 AC,"In 283 AC, at Tower of Joy",[''],"['The She-Wolf', 'The Wolf Maid', 'Lya']",,,,['https://www.anapioficeandfire.com/api/houses/362'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/8', 'https://www.anapioficeandfire.com/api/books/11']",[],['Season 6'],['Cordelia Hill'],https://www.anapioficeandfire.com/api/characters/1650
Lync,,,,[''],[''],,,,[],['https://www.anapioficeandfire.com/api/books/2'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1651
Lyonel,,,,['Ser'],[''],,,,['https://www.anapioficeandfire.com/api/houses/229'],['https://www.anapioficeandfire.com/api/books/2'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1652
Lysono Maar,Lysene,At Lys,,[''],[''],,,,[],['https://www.anapioficeandfire.com/api/books/8'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1653
Mad Huntsman,,,,[''],['The Huntsman'],,,,[],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/1654
Maddy,,,,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/7'],"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/1655
Maerie,,,At Riverlands,['Goodwife'],[''],,,,[],['https://www.anapioficeandfire.com/api/books/3'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1656
Maerie,,,"In 299 AC, at Riverlands",[''],['Maerie the Whore'],,,,[],['https://www.anapioficeandfire.com/api/books/3'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1657
Mag Mar Tun Doh Weg,,At Beyond the Wall,"In 300 AC, at Castle Black",[''],['Mag the Mighty'],,,,[],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/1658
Maggy,,,,[''],['Maggy the Frog'],,,,[],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],['Season 5'],['Jodhi May'],https://www.anapioficeandfire.com/api/characters/1659
Mago,Dothraki,,,['Bloodrider of Khal Jhaqo'],[''],,,,[],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],['Season 1'],['Ivailo Dimitrov'],https://www.anapioficeandfire.com/api/characters/1660
Malcolm,,,,['Ser'],[''],,,,[],['https://www.anapioficeandfire.com/api/books/2'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1661
Malleon,,,,['Grand Maester'],[''],,,,[],['https://www.anapioficeandfire.com/api/books/1'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1662
Malliard,,,,['Wisdom'],[''],,,,[],['https://www.anapioficeandfire.com/api/books/2'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1663
Mallor,,,,['Ser'],[''],,,,[],['https://www.anapioficeandfire.com/api/books/7'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1664
Mallor,,,,[''],['Mallor the Dornishman'],,,,['https://www.anapioficeandfire.com/api/houses/229'],['https://www.anapioficeandfire.com/api/books/1'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1665
Mance Rayder,Free folk,", at Beyond the Wall",,['King-Beyond-the-Wall'],"['The Mance', 'Abel', 'The Unburnt King']",,,https://www.anapioficeandfire.com/api/characters/1311,[],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],"['Season 3', 'Season 4', 'Season 5']",['Ciarán Hinds'],https://www.anapioficeandfire.com/api/characters/1666
Marei,,In 280 AC or before,,[''],[''],,,,[],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],"['Season 2', 'Season 3', 'Season 4', 'Season 5']",['Josephine Gillan'],https://www.anapioficeandfire.com/api/characters/1667
Marghaz zo Loraq,Ghiscari,At Meereen,,[''],[''],,,,[],['https://www.anapioficeandfire.com/api/books/8'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1668
Marianne Vance,,In or between 262 AC and 293 AC,,[''],[''],,,,[],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/1669
Marillion,,In 279 AC or 280 AC,"In 300 AC, at the Eyrie",[''],[''],,,,[],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],['Season 1'],['Emun Elliott.'],https://www.anapioficeandfire.com/api/characters/1670
Maris,Free folk,,,[''],['Black Maris'],,,,[],['https://www.anapioficeandfire.com/api/books/8'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1671
Maris the Maid,,,,['Queen'],['The Most Fair'],,,,[],['https://www.anapioficeandfire.com/api/books/11'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1672
Marq Grafton,,,"In 282 AC, at Gulltown",[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/160'],['https://www.anapioficeandfire.com/api/books/8'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/1673
Martyn Rivers,,,,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/143'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/1674
Marwyn,,,,['Archmaester'],"['Marwyn the Mage', 'The Mage', 'The mastiff']",,,,[],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/1675
