Name,Region,Coat of Arms,Words,Titles,Seats,Current Lord,Heir,Overlord,Founded,Founder,Died Out,Ancestral Weapons,Cadet Branches,Sworn Members,URL
House Sparr of Great Wyk,Iron Islands,an oak saltire on blue,,[''],['Great Wyk'],https://www.anapioficeandfire.com/api/characters/1015,,https://www.anapioficeandfire.com/api/houses/169,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/985', 'https://www.anapioficeandfire.com/api/characters/1015']",https://www.anapioficeandfire.com/api/houses/356
House Spicer of Castamere,The Westerlands,"Three black pepperpots on a saffron bend, across a field of green and silver stripes (Paly vert and argent, three pepperpots sable on a bend tenné)",,['Lord of Castamere'],['Castamere'],https://www.anapioficeandfire.com/api/characters/927,https://www.anapioficeandfire.com/api/characters/997,https://www.anapioficeandfire.com/api/houses/229,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/927', 'https://www.anapioficeandfire.com/api/characters/953', 'https://www.anapioficeandfire.com/api/characters/997']",https://www.anapioficeandfire.com/api/houses/357
House Stackhouse,The Reach,,,[''],[''],,,https://www.anapioficeandfire.com/api/houses/398,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/358
House Stackspear,The Westerlands,"Two crossed black spears, on a checkered silver and gold field(Chequy argent and or, two spears in saltire sable)",,[''],[''],https://www.anapioficeandfire.com/api/characters/965,https://www.anapioficeandfire.com/api/characters/991,https://www.anapioficeandfire.com/api/houses/229,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/89', 'https://www.anapioficeandfire.com/api/characters/965', 'https://www.anapioficeandfire.com/api/characters/991']",https://www.anapioficeandfire.com/api/houses/359
House Staedmon of Broad Arch,The Stormlands,"A black dagger piercing a red heart on a white de sang field, within an undulating red border(Argent goutté-de-sang, a heart gules transfixed by a dagger sable, all within a bordure wavy of the second)",,[''],['Broad Arch'],https://www.anapioficeandfire.com/api/characters/71,,https://www.anapioficeandfire.com/api/houses/17,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/71'],https://www.anapioficeandfire.com/api/houses/360
House Stane of Driftwood Hall,The North,"A driftwood tree, bare and brown, on pale green",,[''],['Driftwood Hall'],,,https://www.anapioficeandfire.com/api/houses/34,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/361
House Stark of Winterfell,The North,"A running grey direwolf, on an ice-white field",Winter is Coming,"['King in the North', 'Lord of Winterfell', 'Warden of the North', 'King of the Trident']",['Scattered (formerly Winterfell)'],,,https://www.anapioficeandfire.com/api/houses/16,Age of Heroes,https://www.anapioficeandfire.com/api/characters/209,,['Ice'],"['https://www.anapioficeandfire.com/api/houses/170', 'https://www.anapioficeandfire.com/api/houses/215']","['https://www.anapioficeandfire.com/api/characters/2', 'https://www.anapioficeandfire.com/api/characters/20', 'https://www.anapioficeandfire.com/api/characters/97', 'https://www.anapioficeandfire.com/api/characters/98', 'https://www.anapioficeandfire.com/api/characters/136', 'https://www.anapioficeandfire.com/api/characters/143', 'https://www.anapioficeandfire.com/api/characters/148', 'https://www.anapioficeandfire.com/api/characters/170', 'https://www.anapioficeandfire.com/api/characters/181', 'https://www.anapioficeandfire.com/api/characters/192', 'https://www.anapioficeandfire.com/api/characters/206', 'https://www.anapioficeandfire.com/api/characters/207', 'https://www.anapioficeandfire.com/api/characters/208', 'https://www.anapioficeandfire.com/api/characters/209', 'https://www.anapioficeandfire.com/api/characters/210', 'https://www.anapioficeandfire.com/api/characters/212', 'https://www.anapioficeandfire.com/api/characters/216', 'https://www.anapioficeandfire.com/api/characters/232', 'https://www.anapioficeandfire.com/api/characters/259', 'https://www.anapioficeandfire.com/api/characters/324', 'https://www.anapioficeandfire.com/api/characters/339', 'https://www.anapioficeandfire.com/api/characters/340', 'https://www.anapioficeandfire.com/api/characters/349', 'https://www.anapioficeandfire.com/api/characters/351', 'https://www.anapioficeandfire.com/api/characters/354', 'https://www.anapioficeandfire.com/api/characters/389', 'https://www.anapioficeandfire.com/api/characters/461', 'https://www.anapioficeandfire.com/api/characters/561', 'https://www.anapioficeandfire.com/api/characters/583', 'https://www.anapioficeandfire.com/api/characters/584', 'https://www.anapioficeandfire.com/api/characters/589', 'https://www.anapioficeandfire.com/api/characters/591', 'https://www.anapioficeandfire.com/api/characters/593', 'https://www.anapioficeandfire.com/api/characters/603', 'https://www.anapioficeandfire.com/api/characters/648', 'https://www.anapioficeandfire.com/api/characters/668', 'https://www.anapioficeandfire.com/api/characters/716', 'https://www.anapioficeandfire.com/api/characters/737', 'https://www.anapioficeandfire.com/api/characters/777', 'https://www.anapioficeandfire.com/api/characters/887', 'https://www.anapioficeandfire.com/api/characters/891', 'https://www.anapioficeandfire.com/api/characters/911', 'https://www.anapioficeandfire.com/api/characters/912', 'https://www.anapioficeandfire.com/api/characters/916', 'https://www.anapioficeandfire.com/api/characters/917', 'https://www.anapioficeandfire.com/api/characters/918', 'https://www.anapioficeandfire.com/api/characters/957', 'https://www.anapioficeandfire.com/api/characters/1101', 'https://www.anapioficeandfire.com/api/characters/1111', 'https://www.anapioficeandfire.com/api/characters/1148', 'https://www.anapioficeandfire.com/api/characters/1158', 'https://www.anapioficeandfire.com/api/characters/1175', 'https://www.anapioficeandfire.com/api/characters/1185', 'https://www.anapioficeandfire.com/api/characters/1190', 'https://www.anapioficeandfire.com/api/characters/1254', 'https://www.anapioficeandfire.com/api/characters/1260', 'https://www.anapioficeandfire.com/api/characters/1326', 'https://www.anapioficeandfire.com/api/characters/1336', 'https://www.anapioficeandfire.com/api/characters/1383', 'https://www.anapioficeandfire.com/api/characters/1396', 'https://www.anapioficeandfire.com/api/characters/1407', 'https://www.anapioficeandfire.com/api/characters/1488', 'https://www.anapioficeandfire.com/api/characters/1489', 'https://www.anapioficeandfire.com/api/characters/1499', 'https://www.anapioficeandfire.com/api/characters/1515', 'https://www.anapioficeandfire.com/api/characters/1526', 'https://www.anapioficeandfire.com/api/characters/1565', 'https://www.anapioficeandfire.com/api/characters/1602', 'https://www.anapioficeandfire.com/api/characters/1620', 'https://www.anapioficeandfire.com/api/characters/1649', 'https://www.anapioficeandfire.com/api/characters/1650', 'https://www.anapioficeandfire.com/api/characters/1706', 'https://www.anapioficeandfire.com/api/characters/1737', 'https://www.anapioficeandfire.com/api/characters/1749', 'https://www.anapioficeandfire.com/api/characters/1787', 'https://www.anapioficeandfire.com/api/characters/1796', 'https://www.anapioficeandfire.com/api/characters/1816', 'https://www.anapioficeandfire.com/api/characters/1819', 'https://www.anapioficeandfire.com/api/characters/1843', 'https://www.anapioficeandfire.com/api/characters/1946', 'https://www.anapioficeandfire.com/api/characters/1950', 'https://www.anapioficeandfire.com/api/characters/1979', 'https://www.anapioficeandfire.com/api/characters/2019', 'https://www.anapioficeandfire.com/api/characters/2020', 'https://www.anapioficeandfire.com/api/characters/2037', 'https://www.anapioficeandfire.com/api/characters/2068', 'https://www.anapioficeandfire.com/api/characters/2089', 'https://www.anapioficeandfire.com/api/characters/2119']",https://www.anapioficeandfire.com/api/houses/362
House Staunton of Rook's Rest,The Crownlands,two black wings upon a white fess on checkered black and grey,,[''],"[""Rook's Rest""]",,,https://www.anapioficeandfire.com/api/houses/15,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/643', 'https://www.anapioficeandfire.com/api/characters/964', 'https://www.anapioficeandfire.com/api/characters/982']",https://www.anapioficeandfire.com/api/houses/363
House Stokeworth of Stokeworth,The Crownlands,"Vert, a lamb couchant argent holding a goblet or",Proud to be Faithful,['Lord of Stokeworth'],['Stokeworth'],https://www.anapioficeandfire.com/api/characters/638,https://www.anapioficeandfire.com/api/characters/2043,https://www.anapioficeandfire.com/api/houses/16,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/217', 'https://www.anapioficeandfire.com/api/characters/391', 'https://www.anapioficeandfire.com/api/characters/392', 'https://www.anapioficeandfire.com/api/characters/638', 'https://www.anapioficeandfire.com/api/characters/1010', 'https://www.anapioficeandfire.com/api/characters/2043']",https://www.anapioficeandfire.com/api/houses/364
House Stonehouse of Old Wyk,Iron Islands,a black brazier on a grey masonry field,,[''],['Old Wyk'],https://www.anapioficeandfire.com/api/characters/1016,,https://www.anapioficeandfire.com/api/houses/169,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/847', 'https://www.anapioficeandfire.com/api/characters/1016']",https://www.anapioficeandfire.com/api/houses/365
House Stonetree of Harlaw,Iron Islands,"A bare stone tree, grey on black",,[''],[''],,,https://www.anapioficeandfire.com/api/houses/178,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/978'],https://www.anapioficeandfire.com/api/houses/366
House Stout of Goldgrass,The North,Chevronny tenné and Or,,['Lord of Goldgrass'],['Goldgrass'],https://www.anapioficeandfire.com/api/characters/483,,https://www.anapioficeandfire.com/api/houses/111,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/483', 'https://www.anapioficeandfire.com/api/characters/931', 'https://www.anapioficeandfire.com/api/characters/1127']",https://www.anapioficeandfire.com/api/houses/367
House Strickland,,,,[''],[''],https://www.anapioficeandfire.com/api/characters/480,,,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/480'],https://www.anapioficeandfire.com/api/houses/368
House Strong of Harrenhal,The Riverlands,"A tripartite pale, blue, red, and green, on a white field(Argent, a pale tierced per pale azure, gules, and vert)",,['Lord of Harrenhal'],['Harrenhal'],,,https://www.anapioficeandfire.com/api/houses/395,,,131 AC,[''],[],"['https://www.anapioficeandfire.com/api/characters/481', 'https://www.anapioficeandfire.com/api/characters/618', 'https://www.anapioficeandfire.com/api/characters/652', 'https://www.anapioficeandfire.com/api/characters/684']",https://www.anapioficeandfire.com/api/houses/369
House Sunderland of the Three Sisters,The Vale,"Three women's heads, white with black hair, on a barry wavy blue and green field(Barry wavy azure and vert, three women's heads argents, crined sable)",,[''],['Sisterton'],https://www.anapioficeandfire.com/api/characters/1042,,https://www.anapioficeandfire.com/api/houses/7,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/1042'],https://www.anapioficeandfire.com/api/houses/370
House Sunderly of Saltcliffe,Iron Islands,"A drowned man, pink and pale, floating upright in a blue-green sea",,[''],[''],,,https://www.anapioficeandfire.com/api/houses/169,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/371
House Sunglass of Sweetport Sound,The Crownlands,"Argent, seven mullets of seven points or",,['Lord of Sweetport Sound'],['Sweetport Sound'],,,https://www.anapioficeandfire.com/api/houses/15,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/443', 'https://www.anapioficeandfire.com/api/characters/2032']",https://www.anapioficeandfire.com/api/houses/372
House Swann of Stonehelm,The Stormlands,"Battling swans black and white, beaks and feet golden, on per pale white and black field(Per pale argent and sable, two swans combatant counterchanged, beaked and membered or)",,['Lord of Stonehelm'],['Stonehelm'],https://www.anapioficeandfire.com/api/characters/442,https://www.anapioficeandfire.com/api/characters/322,https://www.anapioficeandfire.com/api/houses/17,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/164', 'https://www.anapioficeandfire.com/api/characters/252', 'https://www.anapioficeandfire.com/api/characters/263', 'https://www.anapioficeandfire.com/api/characters/322', 'https://www.anapioficeandfire.com/api/characters/412', 'https://www.anapioficeandfire.com/api/characters/442', 'https://www.anapioficeandfire.com/api/characters/559', 'https://www.anapioficeandfire.com/api/characters/569', 'https://www.anapioficeandfire.com/api/characters/704', 'https://www.anapioficeandfire.com/api/characters/851']",https://www.anapioficeandfire.com/api/houses/373
House Swyft of Cornfield,The Westerlands,"A blue bantam rooster, on a yellow field(Or, a cock close azure)",Awake! Awake!,['Knight of Cornfield'],['Cornfield'],https://www.anapioficeandfire.com/api/characters/487,https://www.anapioficeandfire.com/api/characters/992,https://www.anapioficeandfire.com/api/houses/229,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/34', 'https://www.anapioficeandfire.com/api/characters/327', 'https://www.anapioficeandfire.com/api/characters/487', 'https://www.anapioficeandfire.com/api/characters/516', 'https://www.anapioficeandfire.com/api/characters/563', 'https://www.anapioficeandfire.com/api/characters/564', 'https://www.anapioficeandfire.com/api/characters/974', 'https://www.anapioficeandfire.com/api/characters/992', 'https://www.anapioficeandfire.com/api/characters/2111']",https://www.anapioficeandfire.com/api/houses/374
House Swygert,The Stormlands,"A white scroll with gold knobs, on a purple field within a white tressure(Purpure a scroll argent, knobbed or, within a tressure of the second)",Truth Conquers,[''],[''],,,https://www.anapioficeandfire.com/api/houses/17,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/375
House Tallhart of Torrhen's Square,The North,"Tenny, three sentinel trees vert",Proud and Free,"[""Master of Torrhen's Square""]","[""Torrhen's Square""]",https://www.anapioficeandfire.com/api/characters/337,https://www.anapioficeandfire.com/api/characters/214,https://www.anapioficeandfire.com/api/houses/34,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/179', 'https://www.anapioficeandfire.com/api/characters/188', 'https://www.anapioficeandfire.com/api/characters/189', 'https://www.anapioficeandfire.com/api/characters/214', 'https://www.anapioficeandfire.com/api/characters/337', 'https://www.anapioficeandfire.com/api/characters/490', 'https://www.anapioficeandfire.com/api/characters/625']",https://www.anapioficeandfire.com/api/houses/376
House Tarbeck of Tarbeck Hall,The Westerlands,"A seven-pointed star, parts silver parts blue, on a silver and blue field(Gyronny argent and azure, a star of seven points counterchanged)",,['Lord of Tarbeck Hall'],['Tarbeck Hall'],,,https://www.anapioficeandfire.com/api/houses/229,,,261 AC,[''],[],"['https://www.anapioficeandfire.com/api/characters/90', 'https://www.anapioficeandfire.com/api/characters/367', 'https://www.anapioficeandfire.com/api/characters/560']",https://www.anapioficeandfire.com/api/houses/377
House Targaryen of King's Landing,The Crownlands,"Sable, a dragon thrice-headed gules",Fire and Blood,"['King of the Andals, the Rhoynar and the First Men', 'Lord of the Seven Kingdoms', 'Prince of Summerhall']","['Red Keep (formerly)', 'Summerhall (formerly)']",https://www.anapioficeandfire.com/api/characters/1303,,,House Targaryen: >114 BCHouse Targaryen of King's Landing:1 AC,,,"['Blackfyre', 'Dark Sister']",['https://www.anapioficeandfire.com/api/houses/23'],"['https://www.anapioficeandfire.com/api/characters/33', 'https://www.anapioficeandfire.com/api/characters/42', 'https://www.anapioficeandfire.com/api/characters/43', 'https://www.anapioficeandfire.com/api/characters/44', 'https://www.anapioficeandfire.com/api/characters/45', 'https://www.anapioficeandfire.com/api/characters/48', 'https://www.anapioficeandfire.com/api/characters/49', 'https://www.anapioficeandfire.com/api/characters/55', 'https://www.anapioficeandfire.com/api/characters/58', 'https://www.anapioficeandfire.com/api/characters/59', 'https://www.anapioficeandfire.com/api/characters/76', 'https://www.anapioficeandfire.com/api/characters/91', 'https://www.anapioficeandfire.com/api/characters/93', 'https://www.anapioficeandfire.com/api/characters/109', 'https://www.anapioficeandfire.com/api/characters/110', 'https://www.anapioficeandfire.com/api/characters/154', 'https://www.anapioficeandfire.com/api/characters/155', 'https://www.anapioficeandfire.com/api/characters/156', 'https://www.anapioficeandfire.com/api/characters/157', 'https://www.anapioficeandfire.com/api/characters/161', 'https://www.anapioficeandfire.com/api/characters/168', 'https://www.anapioficeandfire.com/api/characters/169', 'https://www.anapioficeandfire.com/api/characters/195', 'https://www.anapioficeandfire.com/api/characters/239', 'https://www.anapioficeandfire.com/api/characters/265', 'https://www.anapioficeandfire.com/api/characters/266', 'https://www.anapioficeandfire.com/api/characters/269', 'https://www.anapioficeandfire.com/api/characters/270', 'https://www.anapioficeandfire.com/api/characters/271', 'https://www.anapioficeandfire.com/api/characters/272', 'https://www.anapioficeandfire.com/api/characters/275', 'https://www.anapioficeandfire.com/api/characters/276', 'https://www.anapioficeandfire.com/api/characters/330', 'https://www.anapioficeandfire.com/api/characters/334', 'https://www.anapioficeandfire.com/api/characters/361', 'https://www.anapioficeandfire.com/api/characters/488', 'https://www.anapioficeandfire.com/api/characters/546', 'https://www.anapioficeandfire.com/api/characters/560', 'https://www.anapioficeandfire.com/api/characters/576', 'https://www.anapioficeandfire.com/api/characters/610', 'https://www.anapioficeandfire.com/api/characters/611', 'https://www.anapioficeandfire.com/api/characters/696', 'https://www.anapioficeandfire.com/api/characters/709', 'https://www.anapioficeandfire.com/api/characters/729', 'https://www.anapioficeandfire.com/api/characters/759', 'https://www.anapioficeandfire.com/api/characters/767', 'https://www.anapioficeandfire.com/api/characters/779', 'https://www.anapioficeandfire.com/api/characters/797', 'https://www.anapioficeandfire.com/api/characters/865', 'https://www.anapioficeandfire.com/api/characters/867', 'https://www.anapioficeandfire.com/api/characters/868', 'https://www.anapioficeandfire.com/api/characters/869', 'https://www.anapioficeandfire.com/api/characters/870', 'https://www.anapioficeandfire.com/api/characters/871', 'https://www.anapioficeandfire.com/api/characters/872', 'https://www.anapioficeandfire.com/api/characters/873', 'https://www.anapioficeandfire.com/api/characters/874', 'https://www.anapioficeandfire.com/api/characters/875', 'https://www.anapioficeandfire.com/api/characters/876', 'https://www.anapioficeandfire.com/api/characters/951', 'https://www.anapioficeandfire.com/api/characters/971', 'https://www.anapioficeandfire.com/api/characters/1067', 'https://www.anapioficeandfire.com/api/characters/1070', 'https://www.anapioficeandfire.com/api/characters/1079', 'https://www.anapioficeandfire.com/api/characters/1114', 'https://www.anapioficeandfire.com/api/characters/1142', 'https://www.anapioficeandfire.com/api/characters/1205', 'https://www.anapioficeandfire.com/api/characters/1242', 'https://www.anapioficeandfire.com/api/characters/1302', 'https://www.anapioficeandfire.com/api/characters/1303', 'https://www.anapioficeandfire.com/api/characters/1340', 'https://www.anapioficeandfire.com/api/characters/1358', 'https://www.anapioficeandfire.com/api/characters/1445', 'https://www.anapioficeandfire.com/api/characters/1450', 'https://www.anapioficeandfire.com/api/characters/1469', 'https://www.anapioficeandfire.com/api/characters/1520', 'https://www.anapioficeandfire.com/api/characters/1523', 'https://www.anapioficeandfire.com/api/characters/1527', 'https://www.anapioficeandfire.com/api/characters/1528', 'https://www.anapioficeandfire.com/api/characters/1548', 'https://www.anapioficeandfire.com/api/characters/1549', 'https://www.anapioficeandfire.com/api/characters/1560', 'https://www.anapioficeandfire.com/api/characters/1589', 'https://www.anapioficeandfire.com/api/characters/1608', 'https://www.anapioficeandfire.com/api/characters/1709', 'https://www.anapioficeandfire.com/api/characters/1739', 'https://www.anapioficeandfire.com/api/characters/1826', 'https://www.anapioficeandfire.com/api/characters/1856', 'https://www.anapioficeandfire.com/api/characters/1867', 'https://www.anapioficeandfire.com/api/characters/1872', 'https://www.anapioficeandfire.com/api/characters/1873', 'https://www.anapioficeandfire.com/api/characters/1874', 'https://www.anapioficeandfire.com/api/characters/1897', 'https://www.anapioficeandfire.com/api/characters/1944', 'https://www.anapioficeandfire.com/api/characters/1948', 'https://www.anapioficeandfire.com/api/characters/1978', 'https://www.anapioficeandfire.com/api/characters/1981', 'https://www.anapioficeandfire.com/api/characters/2071', 'https://www.anapioficeandfire.com/api/characters/2086', 'https://www.anapioficeandfire.com/api/characters/2124', 'https://www.anapioficeandfire.com/api/characters/2128']",https://www.anapioficeandfire.com/api/houses/378
House Tarly of Horn Hill,The Reach,"Vert, a huntsman striding to dexter proper garbed gules",First in Battle,['Lord of Horn Hill'],['Horn Hill'],https://www.anapioficeandfire.com/api/characters/850,https://www.anapioficeandfire.com/api/characters/313,https://www.anapioficeandfire.com/api/houses/398,,,,['Heartsbane'],[],"['https://www.anapioficeandfire.com/api/characters/313', 'https://www.anapioficeandfire.com/api/characters/359', 'https://www.anapioficeandfire.com/api/characters/742', 'https://www.anapioficeandfire.com/api/characters/850', 'https://www.anapioficeandfire.com/api/characters/954', 'https://www.anapioficeandfire.com/api/characters/1008']",https://www.anapioficeandfire.com/api/houses/379
House Tarth of Evenfall Hall,The Stormlands,"Quartered, yellow sun on a rose-coloured field and white crescents on a blue field(Quarterly, first and fourth, carnation, a sun-in-splendour or, second and third, azure, a moon increscent argent)",,"['Lord of Tarth', 'The Evenstar']",['Evenfall Hall'],https://www.anapioficeandfire.com/api/characters/966,https://www.anapioficeandfire.com/api/characters/216,https://www.anapioficeandfire.com/api/houses/17,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/106', 'https://www.anapioficeandfire.com/api/characters/131', 'https://www.anapioficeandfire.com/api/characters/216', 'https://www.anapioficeandfire.com/api/characters/379', 'https://www.anapioficeandfire.com/api/characters/398', 'https://www.anapioficeandfire.com/api/characters/919', 'https://www.anapioficeandfire.com/api/characters/966', 'https://www.anapioficeandfire.com/api/characters/1432']",https://www.anapioficeandfire.com/api/houses/380
House Tawney of Orkmont,Iron Islands,"A scourge of nettles, red and black, on white",,[''],['Orkmont'],,,https://www.anapioficeandfire.com/api/houses/169,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/620'],https://www.anapioficeandfire.com/api/houses/381
House Teague,The Riverlands,"A golden trident upright between two golden flanches, on a black field(Sable, between two flaunches a trident erect or)",,['King of the Trident'],[''],,,,,https://www.anapioficeandfire.com/api/characters/1032,Battle of Six Kings,[''],[],[],https://www.anapioficeandfire.com/api/houses/382
House Templeton,,"Nine stars, one of seven points and eight of six points, on a gold saltire, on a black field(Sable, on a saltire or, nine mullets of the field, that in fesse-point of seven points, all others of six points)",,['The Knight of Ninestars'],['Ninestars'],https://www.anapioficeandfire.com/api/characters/1005,,https://www.anapioficeandfire.com/api/houses/7,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/1005'],https://www.anapioficeandfire.com/api/houses/383
House Terrick,The Riverlands,"Per saltire purple and gold, four hawks' heads countercharged(Per saltire purpure and or, four hawks' heads counterchanged)",,[''],[''],,,,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/384
House Thenn,The North,"Argent, a sun in splendour gules",,['Magnar of Thenn'],[''],https://www.anapioficeandfire.com/api/characters/980,,,300 AC,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/96', 'https://www.anapioficeandfire.com/api/characters/980']",https://www.anapioficeandfire.com/api/houses/385
House Thorne,The Crownlands,"Gules, a flail argent within an bordure rayonne sable",,[''],[''],,,https://www.anapioficeandfire.com/api/houses/16,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/79', 'https://www.anapioficeandfire.com/api/characters/888']",https://www.anapioficeandfire.com/api/houses/386
House Toland of Ghost Hill,Dorne,"Or, a dragon biting its tail vert",,[''],['Ghost Hill'],https://www.anapioficeandfire.com/api/characters/781,,https://www.anapioficeandfire.com/api/houses/285,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/781'],https://www.anapioficeandfire.com/api/houses/387
House Tollett of the Grey Glen,The Vale,Pily grey and black(Pily cendrée and sable),When All is Darkest,['Lord of the Grey Glen'],['The Grey Glen'],https://www.anapioficeandfire.com/api/characters/1064,,https://www.anapioficeandfire.com/api/houses/328,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/341', 'https://www.anapioficeandfire.com/api/characters/1064']",https://www.anapioficeandfire.com/api/houses/388
House Torrent of Littlesister,The Vale,,,['Lord of Littlesister'],['Littlesister'],https://www.anapioficeandfire.com/api/characters/1150,,https://www.anapioficeandfire.com/api/houses/370,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/1150'],https://www.anapioficeandfire.com/api/houses/389
House Towers,The North,,,[''],[''],,,,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/390
House Towers of Harrenhal,The Riverlands,"Five black towers within a red and black double tressure, on a white field(Argent, five towers sable within a double-tressure, the outer gules and the inner of the second)",,[''],['Harrenhal'],,,https://www.anapioficeandfire.com/api/houses/395,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/391
House Toyne,The Stormlands,"A black winged heart, on a gold field, within a black embattled borderOr, a winged heart within a bordure embattled sable)","Fly High, Fly Far",[''],[''],,,https://www.anapioficeandfire.com/api/houses/17,,,281 AC in Westeros296 AC in Essos,[''],[],"['https://www.anapioficeandfire.com/api/characters/983', 'https://www.anapioficeandfire.com/api/characters/1014']",https://www.anapioficeandfire.com/api/houses/392
House Trant of Gallowsgrey,The Stormlands,"A black hanged man, on a blue field(Azure, a hanged man sable)",So End Our Foes,['Lord of Gallowsgrey'],['Gallowsgrey'],,,https://www.anapioficeandfire.com/api/houses/17,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/752'],https://www.anapioficeandfire.com/api/houses/393
House Tudbury,The Stormlands,"A brown tortoise within a yellow lozenge, on a green field(Vert, on a lozenge or a tortoise tergiant tenné)",,[''],[''],,,https://www.anapioficeandfire.com/api/houses/17,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/394
House Tully of Riverrun,The Riverlands,"A leaping silver trout on a field of blue and mud red(Paly wavy azure and gules, a trout embowed argent)","Family, Duty, Honor","['Lord of Riverrun', 'Lord Paramount of the Trident']",['Scattered (formerly Riverrun)'],https://www.anapioficeandfire.com/api/characters/346,https://www.anapioficeandfire.com/api/characters/894,https://www.anapioficeandfire.com/api/houses/362,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/223', 'https://www.anapioficeandfire.com/api/characters/232', 'https://www.anapioficeandfire.com/api/characters/346', 'https://www.anapioficeandfire.com/api/characters/347', 'https://www.anapioficeandfire.com/api/characters/503', 'https://www.anapioficeandfire.com/api/characters/688', 'https://www.anapioficeandfire.com/api/characters/733', 'https://www.anapioficeandfire.com/api/characters/755', 'https://www.anapioficeandfire.com/api/characters/909', 'https://www.anapioficeandfire.com/api/characters/937', 'https://www.anapioficeandfire.com/api/characters/1063', 'https://www.anapioficeandfire.com/api/characters/1321', 'https://www.anapioficeandfire.com/api/characters/1364', 'https://www.anapioficeandfire.com/api/characters/1371', 'https://www.anapioficeandfire.com/api/characters/1621', 'https://www.anapioficeandfire.com/api/characters/1744', 'https://www.anapioficeandfire.com/api/characters/1818']",https://www.anapioficeandfire.com/api/houses/395
House Turnberry,The Westerlands,"Nine strawberries on a white saltire, on a field of green and red vairy in point(Vairy-in-point vert and gules, on a saltire argent nine strawberries of the second)",,[''],[''],,,https://www.anapioficeandfire.com/api/houses/229,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/612'],https://www.anapioficeandfire.com/api/houses/396
House Tyrell of Brightwater Keep,The Reach,,,['Lord of Brightwater Keep'],['Brightwater Keep (disputed by House Florent)'],https://www.anapioficeandfire.com/api/characters/401,,https://www.anapioficeandfire.com/api/houses/398,299 AC,https://www.anapioficeandfire.com/api/characters/401,,[''],[],"['https://www.anapioficeandfire.com/api/characters/401', 'https://www.anapioficeandfire.com/api/characters/1618']",https://www.anapioficeandfire.com/api/houses/397
