name,male,origin,isMarried,isNoble,popularity,isAlive,season,episode,deaths,episode_num
Benedict Broom,0,Noble,0,1,0.020066889632107,1,0,,,0
Bennard Brune,1,House Arryn,0,1,0.0100334448160535,1,0,,,0
Benfrey Frey,1,House Frey,1,1,0.0735785953177257,0,6,The Winds of Winter,"Lothar Frey - Killed and carved into a pie by Arya Stark off-screen, body shown.",60
Beren Tallhart,1,House Stark,0,0,0.0702341137123745,1,0,,,0
Berena Hornwood,0,House Stark,1,0,0.0635451505016722,1,0,,,0
Beth Cassel,0,House Stark,0,0,0.0702341137123745,1,0,,,0
Beron Stark,1,House Stark,1,1,0.234113712374581,1,0,,,0
Bhakaz zo Loraq,1,Foreign Peasant,0,1,0.0033444816053511,1,0,,,0
Bethany Redwyne,0,House Tyrell,1,1,0.060200668896321,1,0,,,0
Bethany Rosby,0,House Baratheon,1,1,0.0668896321070234,0,4,The Lion and the Rose,Tansy - Mauled by the bastard's girls on the orders of Lord Ramsay Snow.,32
Black Bernarr,1,Night's Watch,0,0,0.020066889632107,1,0,,,0
Betharios of Braavos,0,House Frey,1,0,0.140468227424749,1,0,,,0
Boremund Harlaw,1,House Greyjoy,0,1,0.0635451505016722,1,0,,,0
Bradamar Frey,1,House Frey,0,0,0.140468227424749,1,0,,,0
Branston Cuy,0,House Tyrell,0,1,0.0066889632107023,1,0,,,0
Brandon Tallhart,1,House Stark,0,0,0.060200668896321,1,0,,,0
Bryan Fossoway,1,House Tyrell,0,1,0.0267558528428093,0,5,"Unbowed, Unbent, Unbroken","At Least 850 Unnamed People - Committed suicide by consuming poison off-screen, faces shown.",46
Bryan Frey,1,House Frey,0,0,0.100334448160535,1,0,,,0
Bryen Farring,1,House Lannister,0,0,0.0334448160535117,0,7,Dragonstone,38 Unnamed Frey Knights - Poisoned by Arya Stark.,61
Bryen Caron,1,House Baratheon,0,1,0.0267558528428093,0,2,The Prince of Winterfell,"Harrion Karstark - Killed by an unknown Lannister soldier off-screen, mentioned.",18
Burton Crakehall,1,House Lannister,0,1,0.0367892976588628,0,8,The Bells,Ser Osmund Kettleblack - Either crushed by rubble caused by Drogon on the orders of Queen Daenerys I Targaryen or slashed by Sandor Clegane/The Hound with a sword.,71
Craghas Drahar,1,Foreign Peasant,0,0,0.0167224080267558,0,5,The Dance of Dragons,Hizdahr zo Loraq - Stabbed to death by unknown members of the Sons of the Harpy with knifes.,49
Carolei Waynwood,0,House Arryn,1,0,0.140468227424749,1,0,,,0
Lord Caswell,1,House Tyrell,0,1,0.0133779264214046,1,0,,,0
Cayn,1,House Stark,0,0,0.0301003344481605,0,7,Dragonstone,"Maester Weyland - Died of liver failure off-screen, body shown.",61
Cerenna Lannister,0,House Lannister,0,0,0.0702341137123745,1,0,,,0
Cersei Frey,0,House Frey,0,0,0.133779264214046,1,0,,,0
Chayle,1,Dothraki,0,0,0.0635451505016722,0,1,Baelor,"Three Chickens - Killed and cooked by an unknown person off-screen, mentioned.",9
Clarent Crakehall,0,House Lannister,0,1,0.0100334448160535,0,8,The Bells,Ser Preston Greenfield - Either crushed by rubble caused by Drogon on the orders of Queen Daenerys I Targaryen or slashed by Sandor Clegane/The Hound with a sword.,71
Clement Crabb,1,Noble,0,1,0.0133779264214046,1,0,,,0
Clement Piper,1,House Tully,0,1,0.0702341137123745,1,0,,,0
Cley Cerwyn,1,House Stark,0,1,0.0735785953177257,0,5,High Sparrow,"Medger Cerwyn's Wife - Flayed alive by Lord Ramsay Snow off-screen, body shown.",43
Clubfoot Karl,1,Night's Watch,0,0,0.0267558528428093,0,8,The Iron Throne,Karl Tanner - 2 (Deceased),72
Conwy,0,Night's Watch,0,0,0.0267558528428093,1,0,,,0
Colin Florent,0,House Tyrell,0,1,0.0836120401337792,1,0,,,0
Colmar Frey,1,House Frey,0,0,0.0468227424749163,1,0,,,0
Corliss Penny,0,Noble,0,1,0.0234113712374581,1,0,,,0
Creighton Redfort,0,House Arryn,0,1,0.0234113712374581,1,0,,,0
Cuger,1,Night's Watch,0,0,0.0066889632107023,1,0,,,0
Cregan Stark,1,House Stark,1,1,0.484949832775919,0,8,The Iron Throne,Grenn (Night's Watch) - 2 (Deceased),72
Cyrenna Swann,0,House Baratheon,1,0,0.0769230769230769,0,5,The Dance of Dragons,"Ser Byron Swann - Burned alive by Vhagar with his fire breath off-screen, mentioned.",49
Cynthea Frey,0,House Frey,0,0,0.1438127090301,1,0,,,0
Daegon Shepherd,0,House Greyjoy,0,0,0.0167224080267558,1,0,,,0
Daeron Vaith,0,House Martell,0,1,0.0100334448160535,1,0,,,0
Dafyn Vance,0,House Tully,1,1,0.103678929765886,1,0,,,0
Dagon Greyjoy,1,House Greyjoy,0,1,0.0735785953177257,1,0,,,0
Dalbridge,1,Night's Watch,0,0,0.0501672240802675,0,8,The Iron Throne,Lord Beric Dondarrion - 22 (Deceased),72
Damon Paege,1,House Frey,0,1,0.020066889632107,1,0,,,0
Damon Shett,0,House Arryn,0,1,0.0100334448160535,1,0,,,0
Damon Vypren,0,Noble,0,1,0.157190635451505,1,0,,,0
Dancy,0,Peasant,0,0,0.040133779264214,1,0,,,0
Dareon,1,Night's Watch,0,0,0.167224080267558,0,8,The Iron Throne,Daario Naharis - 25 (Alive),72
Darlessa Marbrand,0,House Lannister,1,0,0.0836120401337792,1,0,,,0
Daryn Hornwood,1,House Stark,0,0,0.0869565217391304,0,3,"Dark Wings, Dark Words","Lord Hoster Tully - Died of an unspecified illness off-screen, body shown in ""Walk of Punishment"".",22
Danwell Frey,1,House Frey,1,1,0.180602006688963,1,0,,,0
Deana Hardyng,0,House Arryn,1,0,0.0969899665551839,1,0,,,0
Delena Florent,0,House Tyrell,1,0,0.11705685618729,1,0,,,0
Della Frey,0,House Frey,0,0,0.0501672240802675,1,0,,,0
Delp,0,House Tully,0,0,0.0133779264214046,0,8,The Bells,Unella - Died when Drogon destroyed the Red Keep on the orders of Queen Daenerys I Targaryen.,71
Delonne Allyrion,0,House Martell,0,1,0.0267558528428093,1,0,,,0
Denys Darklyn,1,House Targaryen,1,1,0.0568561872909698,1,0,,,0
Denys Arryn,0,House Arryn,0,1,0.0836120401337792,0,8,The Iron Throne,Lady Lysa Arryn - 1 (Deceased),72
Dermot,0,House Baratheon,0,1,0.0234113712374581,1,0,,,0
Desmond,0,House Stark,0,0,0.0434782608695652,0,8,The Bells,Ser Osmund Kettleblack - Either crushed by rubble caused by Drogon on the orders of Queen Daenerys I Targaryen or slashed by Sandor Clegane/The Hound with a sword.,71
Desmond Redwyne,1,House Tyrell,1,1,0.0769230769230769,1,0,,,0
Deziel Dalt,1,House Martell,0,1,0.0267558528428093,1,0,,,0
Dickon Tarly,1,House Tyrell,1,0,0.103678929765886,0,8,The Iron Throne,Dickon Tarly - 2 (Deceased),72
Dickon Frey,1,House Frey,0,0,0.0869565217391304,1,0,,,0
Dirk,1,Night's Watch,0,0,0.0434782608695652,0,4,Two Swords,"Rabbit - Shot in the eye by Ygritte with an arrow off-screen, mentioned.",31
Dolf,0,Outlaw,0,0,0.0167224080267558,1,0,,,0
Donnel Haigh,1,House Frey,0,1,0.0869565217391304,1,0,,,0
Donnel of Duskendale,1,Soldier,0,1,0.0367892976588628,1,0,,,0
Donnel Locke,0,House Stark,0,1,0.0367892976588628,0,8,The Bells,"17 Unnamed Lannister Soldiers - Burned alive by Drogon with his fire breath on the orders of Queen Daenerys I Targaryen off-screen, bodies shown.",71
Donnel Waynwood,0,House Arryn,0,1,0.060200668896321,1,0,,,0
Donnor Stark,1,House Stark,0,1,0.0802675585284281,1,0,,,0
Dormund,1,Wildling,0,0,0.0267558528428093,0,2,Valar Morghulis,Doreah - Died of natural causes after being locked in a vault by Queen Daenerys I Targaryen.,20
Duram Bar Emmon,0,House Targaryen,0,1,0.0267558528428093,1,0,,,0
Ebben,1,Night's Watch,0,0,0.0434782608695652,0,4,First of His Name,Unnamed Mutineer - Stabbed in the stomach by Eddison Tollett with a sword.,35
Edderion Stark,1,House Stark,0,1,0.0100334448160535,1,0,,,0
Edmyn Tully,1,House Tully,0,1,0.357859531772575,1,0,,,0
Eddara Tallhart,0,House Stark,0,1,0.040133779264214,1,0,,,0
Edrick Stark,1,House Stark,0,1,0.0267558528428093,1,0,,,0
Edwyd Fossoway,1,House Tyrell,0,1,0.0234113712374581,0,8,The Long Night,Eddison Tollett (Wight) - Died when Arya Stark killed the Night King.,69
Edwyn Stark,0,House Stark,0,1,0.0100334448160535,1,0,,,0
Edwyle Stark,1,House Stark,1,1,0.107023411371237,1,0,,,0
Elder Brother,1,Soldier,0,1,0.0769230769230769,1,0,,,0
Elbert Arryn,1,House Arryn,0,1,0.0468227424749163,0,2,The Ghost of Harrenhal,Ser Robar Royce - Stabbed in the back by Brienne of Tarth with a sword.,15
Eleanor Mooton,0,House Tully,1,0,0.0301003344481605,1,0,,,0
Ellery Vance,1,House Tully,0,1,0.0267558528428093,1,0,,,0
Elron,0,Night's Watch,0,0,0.0133779264214046,1,0,,,0
Elinor Tyrell,0,House Tyrell,0,0,0.163879598662207,1,0,,,0
Elmar Frey,1,House Frey,0,0,0.0668896321070234,1,0,,,0
Elwood,0,House Tully,0,0,0.0167224080267558,0,2,The Night Lands,"Eddison Tollett's Mother - Died in an unspecified manner off-screen, mentioned.",12
Elwood Meadows,1,House Tyrell,0,1,0.0501672240802675,1,0,,,0
Elyana Vypren,0,Noble,1,0,0.160535117056856,1,0,,,0
Elyn Norridge,0,Noble,1,0,0.127090301003344,1,0,,,0
Emberlei Frey,0,House Frey,0,0,0.0802675585284281,1,0,,,0
Endrew Tarth,1,House Baratheon,0,1,0.0668896321070234,0,8,The Long Night,Lord Commander Eddison Tollett - Stabbed in the back by a wight. Reanimated as a wight.,69
Eroeh,0,Foreign Peasant,0,0,0.0334448160535117,0,2,What Is Dead May Never Die,Yoren - Stabbed in the back of the neck by Ser Amory Lorch with a sword.,13
Eon Hunter,1,House Arryn,0,1,0.0468227424749163,0,4,The Watchers on the Wall,Dongo - Shot in the back by an unknown member of the Night's Watch with a ballista.,39
Ermesande Hayford,0,House Baratheon,1,1,0.113712374581939,1,0,,,0
Erena Glover,0,House Stark,0,0,0.0535117056856187,1,0,,,0
Erren Florent,1,House Tyrell,0,1,0.0869565217391304,1,0,,,0
Eustace Brune,1,House Arryn,0,1,0.0167224080267558,1,0,,,0
Eustace Hunter,0,House Arryn,0,1,0.0234113712374581,1,0,,,0
Eyron Stark,1,House Stark,0,1,0.0100334448160535,1,0,,,0
Ferrego Antaryon,1,Foreign Peasant,0,1,0.0167224080267558,1,0,,,0
Forley Prester,1,House Lannister,0,1,0.0635451505016722,1,0,,,0
Franklyn Fowler,1,House Martell,0,1,0.020066889632107,1,0,,,0
Flement Brax,1,House Lannister,1,1,0.140468227424749,1,0,,,0
Frenken,0,Peasant,0,1,0.0434782608695652,1,0,,,0
Franklyn Frey,1,House Frey,0,1,0.0367892976588628,1,0,,,0
Gareth Clifton,1,Noble,1,1,0.0133779264214046,1,0,,,0
Garrison Prester,1,House Lannister,0,1,0.0133779264214046,1,0,,,0
Garth of Greenaway,1,Night's Watch,0,0,0.0301003344481605,0,2,The Ghost of Harrenhal,Ser Robar Royce - Stabbed in the back by Brienne of Tarth with a sword.,15
Garrett Flowers,0,House Tyrell,0,0,0.130434782608695,1,0,,,0
Garse Goodbrook,1,House Frey,1,1,0.0668896321070234,1,0,,,0
Garse Flowers,1,House Tyrell,0,0,0.130434782608695,1,0,,,0
Garth Greenfield,0,House Lannister,0,1,0.0301003344481605,1,0,,,0
Garth Greyfeather,1,Night's Watch,0,0,0.0501672240802675,0,7,Stormborn,"Archmaester Pylos - Died after being infected with greyscale off-screen, mentioned.",62
Gawen Swann,1,House Baratheon,0,1,0.0167224080267558,0,5,The Dance of Dragons,"Ser Byron Swann - Burned alive by Vhagar with his fire breath off-screen, mentioned.",49
Gawen Glover,1,House Stark,0,0,0.0468227424749163,1,0,,,0
Gawen Wylde,1,House Baratheon,0,1,0.0133779264214046,0,6,The Winds of Winter,"Walder Rivers - Killed and carved into a pie by Arya Stark off-screen, body shown.",60
Garth Tyrell,1,House Tyrell,0,1,0.163879598662207,1,0,,,0
Gendel,1,Wildling,0,1,0.0568561872909698,1,0,,,0
Gawen Westerling,1,House Lannister,1,1,0.0836120401337792,1,0,,,0
Gerald Gower,0,Noble,0,1,0.0234113712374581,1,0,,,0
Gerold Grafton,1,House Arryn,0,1,0.0234113712374581,1,0,,,0
Gerardys,1,House Targaryen,0,1,0.0234113712374581,0,5,Mother's Mercy,Gordy - Stabbed in the throat by King Stannis Baratheon with a knife.,50
Gilbert Farring,1,House Lannister,0,1,0.0468227424749163,1,0,,,0
Glendon Hewett,1,House Tyrell,0,1,0.0267558528428093,1,0,,,0
Gilwood Hunter,1,House Arryn,0,1,0.040133779264214,1,0,,,0
Godric Borrell,1,House Arryn,0,1,0.0869565217391304,1,0,,,0
Goodwin,1,House Baratheon,0,1,0.0066889632107023,1,0,,,0
Gormon Peake,1,House Tyrell,0,1,0.060200668896321,0,4,The Mountain and the Viper,Kegs - Killed by unknown Free Folk off-screen.,38
Gorne,1,Wildling,0,1,0.0535117056856187,1,0,,,0
Gormon Tyrell,1,Noble,0,1,0.153846153846153,1,0,,,0
Grazdan mo Eraz,0,Foreign Noble,0,0,0.0234113712374581,1,0,,,0
Grazdan mo Ullhor,1,Foreign Noble,0,1,0.0301003344481605,0,3,And Now His Watch Is Ended,Greizhen mo Ullhor - Killed by unknown Unsullied on the orders of Queen Daenerys I Targaryen.,24
Grazdar zo Galare,1,Foreign Noble,0,1,0.0100334448160535,1,0,,,0
Grubbs,0,Night's Watch,0,0,0.020066889632107,0,4,Mockingbird,Unnamed Prisoner - Stomach cut open by Ser Gregor Clegane/The Mountain with a sword.,37
Gueren,1,Night's Watch,0,0,0.0133779264214046,1,0,,,0
Guncer Sunglass,1,House Baratheon,0,1,0.040133779264214,0,4,The Watchers on the Wall,"Grenn - Killed by Mag Mar Tun Doh Weg off-screen, body shown.",39
Gulian Swann,1,House Baratheon,0,1,0.0334448160535117,1,0,,,0
Guthor Grimm,1,Noble,0,1,0.0167224080267558,1,0,,,0
Gunthor Hightower,0,House Tyrell,1,1,0.0535117056856187,1,0,,,0
Gyldayn,1,Noble,0,1,0.157190635451505,1,0,,,0
Gwayne Hightower,1,House Tyrell,0,1,0.0501672240802675,0,8,The Long Night,Wight - Hit by Gendry Baratheon with a war hammer.,69
Hairy Hal,0,Night's Watch,0,0,0.0334448160535117,0,3,Mhysa,"Gelmarr - Flayed alive by Lord Ramsay Snow off-screen, mentioned.",30
Hake,1,Night's Watch,0,0,0.0267558528428093,0,3,Mhysa,Unnamed Stark Soldier - Decapitated by an unknown Frey soldier with an axe.,30
Halder,1,Night's Watch,0,0,0.060200668896321,1,0,,,0
Hallis Mollen,1,House Stark,0,1,0.0702341137123745,1,0,,,0
Halmon Paege,1,House Frey,0,1,0.0167224080267558,1,0,,,0
Harbert,1,House Baratheon,0,1,0.0234113712374581,1,0,,,0
Harlan Hunter,1,House Arryn,0,1,0.0267558528428093,1,0,,,0
Harlen Tyrell,1,House Tyrell,0,1,0.0635451505016722,0,8,The Iron Throne,Dickon Tarly - 2 (Deceased),72
Harmond Umber,0,House Stark,0,1,0.0167224080267558,1,0,,,0
Harmune,1,Night's Watch,0,1,0.0434782608695652,1,0,,,0
Harrold Westerling,1,House Lannister,0,1,0.270903010033444,0,6,Battle of the Bastards,Lord Harald Karstark - Killed by an unknown Bolton soldier.,59
Harwood Fell,1,Noble,0,1,0.0301003344481605,0,6,Battle of the Bastards,Lord Harald Karstark - Killed by an unknown Bolton soldier.,59
Harwin Strong,1,Noble,0,1,0.0869565217391304,0,2,The Prince of Winterfell,"Harrion Karstark - Killed by an unknown Lannister soldier off-screen, mentioned.",18
Harwood Stout,1,House Stark,0,1,0.0535117056856187,1,0,,,0
Harys Haigh,1,House Frey,0,1,0.0903010033444816,1,0,,,0
Helman Tallhart,1,House Stark,0,1,0.130434782608695,0,8,The Bells,Captain Harry Strickland - Stabbed in the back by Grey Worm with a thrown spear.,71
Lord Commander Hoare,1,Noble,0,1,0.060200668896321,1,0,,,0
Hobber Redwyne,1,House Tyrell,0,1,0.214046822742474,1,0,,,0
Hoarfrost Umber,1,House Stark,0,1,0.020066889632107,1,0,,,0
Hosman Norcross,1,Noble,1,1,0.0769230769230769,1,0,,,0
Hoster Frey,1,House Frey,0,0,0.0903010033444816,1,0,,,0
Horas Redwyne,1,House Tyrell,0,1,0.217391304347826,1,0,,,0
Hubard Rambton,1,Noble,0,1,0.020066889632107,0,8,The Long Night,Lord Beric Dondarrion - Stabbed to death by wight. Reanimated as a wight.,69
Horton Redfort,1,House Arryn,0,1,0.0468227424749163,1,0,,,0
Hotho Harlaw,1,House Greyjoy,0,1,0.0769230769230769,1,0,,,0
Hugo Wull,1,Outlaw,0,1,0.0367892976588628,1,0,,,0
Hugor of the Hill,1,Peasant,0,1,0.0501672240802675,1,0,,,0
Hugo Vance,1,House Tully,0,1,0.0267558528428093,1,0,,,0
Hullen,1,House Stark,0,1,0.060200668896321,0,3,"Dark Wings, Dark Words","Lord Hoster Tully - Died of an unspecified illness off-screen, body shown in ""Walk of Punishment"".",22
Humfrey Beesbury,1,House Tyrell,0,1,0.0267558528428093,0,5,Sons of the Harpy,Unnamed Member of The Sons of the Harpy - Beaten to death by Grey Worm with a shield.,44
Humfrey Hardyng,1,House Arryn,0,1,0.0535117056856187,0,3,"Dark Wings, Dark Words","Lord Hoster Tully - Died of an unspecified illness off-screen, body shown in ""Walk of Punishment"".",22
Humfrey Swyft,0,House Lannister,0,1,0.0100334448160535,1,0,,,0
Humfrey Wagstaff,0,Noble,0,1,0.0167224080267558,1,0,,,0
Igon Vyrwel,0,House Tyrell,0,0,0.0267558528428093,1,0,,,0
Jacks,0,House Stark,0,0,0.0334448160535117,1,0,,,0
Janei Lannister,0,House Lannister,0,0,0.100334448160535,1,0,,,0
Jammos Frey,1,House Frey,1,1,0.0903010033444816,1,0,,,0
Janna Tyrell,0,House Tyrell,1,0,0.177257525083612,1,0,,,0
Jaremy Rykker,1,Night's Watch,0,1,0.060200668896321,0,3,Valar Dohaeris,"Ser Jaremy Mallister - Stabbed in the chest by an unknown Lannister soldier off-screen, body shown.",21
Jarl,1,Wildling,0,0,0.0501672240802675,0,6,Battle of the Bastards,Lord Harald Karstark - Killed by an unknown Bolton soldier.,59
Jason Lannister,1,House Lannister,1,1,0.0468227424749163,0,7,The Queen's Justice,Unnamed Lannister Soldier - Fell to his death after being thrown from Casterly Rock by an unknown Unsullied.,63
Jasper Arryn,1,House Arryn,0,1,0.0434782608695652,1,0,,,0
Jasper Redfort,0,House Arryn,0,1,0.0234113712374581,1,0,,,0
Jeren,1,Night's Watch,0,0,0.020066889632107,1,0,,,0
Jeyne Arryn,0,House Arryn,0,1,0.0334448160535117,0,8,The Iron Throne,Lady Lysa Arryn - 1 (Deceased),72
Jeyne Beesbury,0,House Tyrell,1,0,0.060200668896321,1,0,,,0
Jeyne Darry,1,House Frey,1,0,0.0769230769230769,1,0,,,0
Jeyne Goodbrook,0,House Frey,0,0,0.0635451505016722,1,0,,,0
Jeyne Rivers,0,House Frey,0,0,0.020066889632107,1,0,,,0
Jeyne Lydden,0,House Lannister,1,0,0.100334448160535,1,0,,,0
Joffrey Lonmouth,1,Noble,0,1,0.0234113712374581,0,8,The Long Night,Ser Jorah Mormont - Died of his injuries after being stabbed by wight.,69
Joffrey Caswell,1,House Tyrell,0,1,0.0234113712374581,0,1,The Wolf and the Lion,Jory Cassel - Stabbed through the eye by Ser Jaime Lannister with a dirk.,5
Jon Bettley,0,Noble,0,1,0.0167224080267558,1,0,,,0
Jon Brax,0,House Lannister,0,0,0.113712374581939,1,0,,,0
Jon Lynderly,0,House Arryn,0,1,0.0234113712374581,1,0,,,0
Jon Myre,0,House Greyjoy,0,0,0.0234113712374581,1,0,,,0
Jon Redfort,0,House Arryn,0,1,0.0234113712374581,1,0,,,0
Jon Wylde,1,House Baratheon,1,1,0.160535117056856,1,0,,,0
Jonos Stark,1,House Stark,0,1,0.0100334448160535,1,0,,,0
Jonos Frey,0,House Frey,0,0,0.0535117056856187,1,0,,,0
Jonnel Stark,1,House Stark,1,1,0.127090301003344,1,0,,,0
Joramun,1,Wildling,0,1,0.0635451505016722,1,0,,,0
Jorah Stark,1,House Stark,0,1,0.0100334448160535,1,0,,,0
Jonothor Darry,1,House Frey,0,1,0.0468227424749163,0,8,The Long Night,Lord Beric Dondarrion (Wight) - Died when Arya Stark killed the Night King.,69
Jorelle Mormont,0,House Stark,0,0,0.040133779264214,1,0,,,0
Jyana,0,House Stark,1,0,0.020066889632107,1,0,,,0
Joy Hill,0,House Lannister,0,0,0.103678929765886,1,0,,,0
Jyanna Frey,0,House Frey,1,0,0.0501672240802675,1,0,,,0
Kaeth,1,Noble,0,1,0.260869565217391,0,3,Mhysa,"Unnamed Prince - Killed and cooked by Rat Cook off-screen, mentioned.",30
Jynessa Blackmont,0,House Martell,0,0,0.020066889632107,1,0,,,0
Karlon Stark,1,House Stark,0,1,0.0167224080267558,1,0,,,0
Kedge Whiteye,1,Night's Watch,0,0,0.0367892976588628,1,0,,,0
Kennos of Kayce,1,House Lannister,0,1,0.0334448160535117,1,0,,,0
Kezmya,0,Foreign Noble,0,1,0.0167224080267558,1,0,,,0
Kyra,1,House Stark,0,0,0.0535117056856187,0,8,The Long Night,Karsi (Wight) - Died when Arya Stark killed the Night King.,69
Kyra Frey,0,House Frey,1,0,0.0668896321070234,1,0,,,0
Lambert Turnberry,1,Noble,0,1,0.0167224080267558,1,0,,,0
Lark,1,Night's Watch,0,0,0.040133779264214,0,3,"Dark Wings, Dark Words","Lord Luthor Tyrell - Accidentally rode off a cliff off-screen, mentioned.",22
Larence Snow,1,House Stark,0,0,0.060200668896321,1,0,,,0
Larra Blackmont,0,House Martell,0,1,0.0267558528428093,1,0,,,0
Lanna Lannister,0,House Lannister,1,0,0.0735785953177257,1,0,,,0
Leathers,1,Night's Watch,0,1,0.0501672240802675,1,0,,,0
Left Hand Lew,1,Night's Watch,0,0,0.0167224080267558,1,0,,,0
Leo Lefford,1,House Lannister,0,1,0.0568561872909698,0,1,The Wolf and the Lion,Heward - Impaled through the chest by an unknown Lannister soldier with a thrown spear on the orders of Ser Jaime Lannister.,5
Leo Blackbar,1,House Tyrell,1,1,0.127090301003344,1,0,,,0
Leona Woolfield,0,House Stark,1,0,0.0468227424749163,1,0,,,0
Leonette Fossoway,0,House Tyrell,1,1,0.17391304347826,1,0,,,0
Leonella Lefford,0,House Lannister,1,0,0.0802675585284281,1,0,,,0
Lester Morrigen,0,House Baratheon,0,1,0.0234113712374581,1,0,,,0
Lewys the Fishwife,0,House Baratheon,0,0,0.0,1,0,,,0
Lewys Lydden,0,House Lannister,0,1,0.0367892976588628,1,0,,,0
Leslyn Haigh,0,House Frey,1,1,0.0869565217391304,1,0,,,0
Lomas Estermont,0,House Baratheon,0,1,0.0334448160535117,1,0,,,0
Lorent Marbrand,1,House Lannister,0,1,0.0735785953177257,0,2,What Is Dead May Never Die,Yoren - Stabbed in the back of the neck by Ser Amory Lorch with a sword.,13
Loreza Sand,0,House Martell,0,0,0.107023411371237,1,0,,,0
Lothar Mallery,0,House Tyrell,0,1,0.0167224080267558,0,8,The Iron Throne,Lothar Frey - 2 (Deceased),72
Lucas Corbray,0,House Baratheon,0,1,0.0133779264214046,1,0,,,0
Lucas Codd,0,House Greyjoy,0,0,0.0234113712374581,1,0,,,0
Luceon Frey,1,Soldier,0,0,0.0769230769230769,1,0,,,0
Lucias Vypren,1,Noble,1,1,0.163879598662207,1,0,,,0
Lucos Chyttering,1,Noble,0,1,0.020066889632107,1,0,,,0
Lucion Lannister,0,House Lannister,0,1,0.0668896321070234,1,0,,,0
Luthor Tyrell,1,House Tyrell,1,1,0.170568561872909,1,0,,,0
Lyanna Mormont,1,House Stark,0,0,0.0568561872909698,0,8,The Long Night,Lady Lyanna Mormont - Died of her injuries after being crushed by a giant wight. Reanimated as a wight.,69
Lyessa Flint,0,House Stark,0,1,0.0367892976588628,1,0,,,0
Lyman Beesbury,1,House Tyrell,0,1,0.260869565217391,0,8,The Long Night,Lord Beric Dondarrion - Stabbed to death by wight. Reanimated as a wight.,69
Lymond Goodbrook,1,House Frey,0,1,0.0267558528428093,1,0,,,0
Lyman Darry,0,House Frey,0,1,0.0568561872909698,0,3,"Dark Wings, Dark Words","Lord Hoster Tully - Died of an unspecified illness off-screen, body shown in ""Walk of Punishment"".",22
Lymond Lychester,1,House Tully,0,1,0.0234113712374581,1,0,,,0
Lymond Vikary,1,Noble,0,1,0.0267558528428093,1,0,,,0
Lyonel Selmy,1,House Baratheon,0,1,0.0167224080267558,1,0,,,0
Aggo,0,House Targaryen,0,0,0.133779264214046,1,0,,,0
Alys Karstark,0,House Stark,1,0,0.157190635451505,1,0,,,0
Cleos Frey,1,House Frey,1,1,0.247491638795986,0,3,Mhysa,Unnamed Frey Soldier - Repeatedly stabbed in the neck by Arya Stark with a knife.,30
Dontos Hollard,1,House Baratheon,0,1,0.23076923076923,0,8,The Iron Throne,Donnel Hill - 1 (Deceased),72
Craster,1,Wildling,0,0,0.170568561872909,0,1,"Cripples, Bastards, and Broken Things","Balerion/Black Dread (Dragon) - Died in an unspecified manner off-screen, mentioned.",4
Dale Seaworth,1,House Baratheon,0,1,0.0702341137123745,0,6,Oathbreaker,Ser Arthur Dayne - Slashed by Lord Eddard Stark with Dawn after being stabbed in the neck by Lord Howland Reed.,53
Denys Mallister,1,House Tully,0,1,0.130434782608695,1,0,,,0
Edric Storm,1,House Baratheon,0,0,0.284280936454849,1,0,,,0
Hosteen Frey,1,House Frey,1,1,0.274247491638795,1,0,,,0
Lyonel Corbray,1,House Baratheon,0,1,0.0802675585284281,1,0,,,0
Lyonel Frey,0,House Frey,1,1,0.0635451505016722,1,0,,,0
Lyonel Strong,1,Noble,1,1,0.334448160535117,0,4,The Lion and the Rose,Lord Axell Florent - Burned alive by unknown Baratheon soldiers on the orders of Melisandre/The Red Woman.,32
Lythene Frey,0,House Frey,1,0,0.160535117056856,1,0,,,0
Lyra Mormont,0,House Stark,0,0,0.040133779264214,1,0,,,0
Maegelle Frey,0,House Frey,1,0,0.107023411371237,1,0,,,0
Mallador Locke,1,Night's Watch,0,1,0.0267558528428093,0,3,Mhysa,"Black Lorren - Flayed alive by Lord Ramsay Snow off-screen, mentioned.",30
Malwyn Frey,1,House Frey,0,0,0.137123745819397,1,0,,,0
Manfrey Martell,0,House Martell,0,1,0.0234113712374581,1,0,,,0
Margot Lannister,0,House Lannister,1,1,0.020066889632107,1,0,,,0
Maric Seaworth,1,House Baratheon,0,1,0.0635451505016722,0,7,Stormborn,Nymeria Sand - Strangled by Euron Greyjoy with a whip.,62
Marianne Vance,0,House Tully,0,0,0.103678929765886,1,0,,,0
Mariya Darry,0,House Frey,1,0,0.190635451505016,1,0,,,0
Marissa Frey,0,House Frey,0,0,0.160535117056856,1,0,,,0
Maron Martell,1,House Martell,1,1,0.0367892976588628,1,0,,,0
Maron Volmark,1,House Greyjoy,0,1,0.0434782608695652,1,0,,,0
Marq Rankenfell,1,Night's Watch,0,1,0.0501672240802675,1,0,,,0
Marsella Waynwood,0,House Arryn,1,0,0.0969899665551839,1,0,,,0
Matarys Targaryen,1,House Targaryen,0,1,0.100334448160535,0,2,Valar Morghulis,Doreah - Died of natural causes after being locked in a vault by Queen Daenerys I Targaryen.,20
Martyn Rivers,0,House Frey,0,0,0.0301003344481605,1,0,,,0
Martyn Lannister,1,House Lannister,0,0,0.137123745819397,0,3,Kissed by Fire,Martyn Lannister - Stabbed by Lord Rickard Karstark with a dagger.,25
