,allegiance,killer,killers_house,location,method,name,episode_global_num,weights_simple
1765,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1766,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1767,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1768,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1769,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1770,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1771,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1772,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1773,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1774,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1775,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1776,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1777,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1778,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1779,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1780,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1781,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1782,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1783,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1784,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1785,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1786,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1787,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1788,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1789,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1790,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1791,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1792,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1793,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1794,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1795,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1796,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1797,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1798,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1799,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1800,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1801,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1802,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1803,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1804,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1805,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1806,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1807,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1808,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1809,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1810,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1811,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1812,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1813,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1814,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1815,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1816,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1817,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1818,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1819,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1820,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1821,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1822,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1823,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1824,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1825,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1826,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1827,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1828,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1829,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1830,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1831,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1832,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1833,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1834,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1835,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1836,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1837,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1838,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1839,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1840,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1841,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1842,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1843,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1844,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1845,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1846,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1847,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1848,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1849,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1850,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1851,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1852,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1853,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1854,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1855,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1856,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1857,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1858,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1859,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1860,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1861,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1862,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1863,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1864,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1865,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1866,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1867,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1868,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1869,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1870,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1871,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1872,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1873,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1874,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1875,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1876,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1877,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1878,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1879,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1880,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1881,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1882,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1883,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1884,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1885,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1886,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1887,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1888,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1889,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1890,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1891,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1892,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1893,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1894,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1895,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1896,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1897,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1898,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1899,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1900,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1901,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1902,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1903,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1904,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1905,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1906,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1907,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1908,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1909,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1910,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1911,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1912,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1913,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1914,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1915,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1916,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1917,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1918,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1919,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1920,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1921,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1922,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1923,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1924,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1925,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1926,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1927,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1928,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1929,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1930,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1931,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1932,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1933,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1934,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1935,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1936,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1937,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1938,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1939,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1940,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1941,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1942,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1943,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1944,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1945,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1946,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1947,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1948,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1949,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1950,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1951,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1952,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1953,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1954,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1955,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1956,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1957,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1958,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1959,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1960,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1961,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1962,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1963,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1964,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1965,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1966,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1967,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1968,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1969,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1970,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1971,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1972,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1973,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1974,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1975,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1976,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1977,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1978,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,72,0.8026079136690647
1979,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Rubble,Cersei Lannister,72,0.9995503597122303
1980,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Rubble,Jaime Lannister,72,0.9995503597122303
1981,House Lannister,Grey Worm,House Targaryen,King's Landing,Spear,Harry Strickland,72,0.9995503597122303
1982,House Lannister,Grey Worm,House Targaryen,King's Landing,Spear,Lannister soldier,72,0.8026079136690647
